0, Key.shift, PRESS
208, 'T', PRESS
246, 'T', RELEASE
442, Key.shift, RELEASE
1307, 'h', PRESS
1362, 'h', RELEASE
1516, 'e', PRESS
1569, 'e', RELEASE
1668, Key.space, PRESS
1722, Key.space, RELEASE
2096, 'q', PRESS
2159, 'q', RELEASE
2278, 'u', PRESS
2340, 'u', RELEASE
2458, 'i', PRESS
2520, 'i', RELEASE
3016, 'c', PRESS
3070, 'c', RELEASE
3148, 'k', PRESS
3218, 'k', RELEASE
3476, Key.space, PRESS
3538, Key.space, RELEASE
3794, 'b', PRESS
3840, 'b', RELEASE
3998, 'r', PRESS
4059, 'r', RELEASE
4239, 'o', PRESS
4292, 'o', RELEASE
4585, 'w', PRESS
4655, 'w', RELEASE
4752, 'n', PRESS
4831, 'n', RELEASE
4972, Key.space, PRESS
5026, Key.space, RELEASE
5228, 'f', PRESS
5290, 'f', RELEASE
5413, 'o', PRESS
5483, 'o', RELEASE
5788, 'x', PRESS
5858, 'x', RELEASE
6020, Key.space, PRESS
6090, Key.space, RELEASE
6463, 'j', PRESS
6525, 'j', RELEASE
6654, 'u', PRESS
6700, 'u', RELEASE
6898, 'm', PRESS
6943, 'm', RELEASE
7165, 'p', PRESS
7218, 'p', RELEASE
7467, 's', PRESS
7545, 's', RELEASE
7641, Key.space, PRESS
7743, Key.space, RELEASE
7870, 'o', PRESS
7923, 'o', RELEASE
8277, 'v', PRESS
8331, 'v', RELEASE
8395, 'e', PRESS
8473, 'e', RELEASE
8584, 'r', PRESS
8655, 'r', RELEASE
8703, Key.space, PRESS
8766, Key.space, RELEASE
8862, 't', PRESS
8924, 't', RELEASE
8996, 'h', PRESS
9057, 'h', RELEASE
9183, 'e', PRESS
9251, 'e', RELEASE
9309, Key.space, PRESS
9373, Key.space, RELEASE
9655, 'l', PRESS
9711, 'l', RELEASE
9835, 'a', PRESS
9911, 'a', RELEASE
10135, 'z', PRESS
10189, 'z', RELEASE
10299, 'y', PRESS
10361, 'y', RELEASE
10507, Key.space, PRESS
10570, Key.space, RELEASE
10999, 'd', PRESS
11077, 'd', RELEASE
11641, 'o', PRESS
11711, 'o', RELEASE
11843, 'g', PRESS
11897, 'g', RELEASE
12957, '.', PRESS
13003, '.', RELEASE
