0, Key.shift, PRESS
184, 'T', PRESS
279, 'T', RELEASE
355, Key.shift, RELEASE
478, 'h', PRESS
564, 'h', RELEASE
684, 'e', PRESS
795, 'e', RELEASE
1508, Key.space, PRESS
1563, Key.space, RELEASE
2030, 'q', PRESS
2139, 'q', RELEASE
2159, 'u', PRESS
2254, 'u', RELEASE
2300, 'i', PRESS
2387, 'i', RELEASE
2446, 'c', PRESS
2541, 'c', RELEASE
2586, 'k', PRESS
2704, 'k', RELEASE
2803, Key.space, PRESS
2882, Key.space, RELEASE
3040, 'b', PRESS
3143, 'b', RELEASE
3348, 'r', PRESS
3450, 'r', RELEASE
3602, 'o', PRESS
3704, 'o', RELEASE
3856, 'w', PRESS
3966, 'w', RELEASE
4079, 'n', PRESS
4197, 'n', RELEASE
4810, Key.space, PRESS
4905, Key.space, RELEASE
5319, 'f', PRESS
5390, 'f', RELEASE
5458, 'o', PRESS
5552, 'o', RELEASE
5619, 'x', PRESS
5705, 'x', RELEASE
5734, Key.space, PRESS
5844, Key.space, RELEASE
5899, 'j', PRESS
5977, 'j', RELEASE
6068, 'u', PRESS
6139, 'u', RELEASE
6277, 'm', PRESS
6356, 'm', RELEASE
6454, 'p', PRESS
6547, 'p', RELEASE
6585, 's', PRESS
6680, 's', RELEASE
6703, Key.space, PRESS
6798, Key.space, RELEASE
6932, 'o', PRESS
7011, 'o', RELEASE
7193, 'v', PRESS
7271, 'v', RELEASE
7343, 'e', PRESS
7460, 'r', PRESS
7461, 'e', RELEASE
7555, 'r', RELEASE
7585, Key.space, PRESS
7695, Key.space, RELEASE
7749, 't', PRESS
7827, 't', RELEASE
7842, 'h', PRESS
7913, 'h', RELEASE
7958, 'e', PRESS
8016, Key.space, PRESS
8051, 'e', RELEASE
8125, Key.space, RELEASE
8283, 'l', PRESS
8354, 'l', RELEASE
8422, 'a', PRESS
8516, 'a', RELEASE
8644, 'z', PRESS
8746, 'z', RELEASE
8993, 'y', PRESS
9143, 'y', RELEASE
9318, Key.space, PRESS
9412, Key.space, RELEASE
9490, 'd', PRESS
9577, 'o', PRESS
9577, 'd', RELEASE
9648, 'o', RELEASE
9784, 'g', PRESS
9863, 'g', RELEASE
11161, '.', PRESS
11216, '.', RELEASE
