0, Key.shift, PRESS
232, 'T', PRESS
310, 'T', RELEASE
378, Key.shift, RELEASE
545, 'h', PRESS
600, 'h', RELEASE
676, 'e', PRESS
756, Key.space, PRESS
757, 'e', RELEASE
851, Key.space, RELEASE
1076, 'q', PRESS
1171, 'q', RELEASE
1219, 'u', PRESS
1306, 'u', RELEASE
1338, 'i', PRESS
1424, 'i', RELEASE
1473, 'c', PRESS
1545, 'c', RELEASE
1581, 'k', PRESS
1668, 'k', RELEASE
1727, Key.space, PRESS
1806, Key.space, RELEASE
2092, 'b', PRESS
2155, 'b', RELEASE
2294, 'r', PRESS
2365, 'r', RELEASE
2455, 'o', PRESS
2550, 'o', RELEASE
2608, 'w', PRESS
2687, 'w', RELEASE
2854, Key.space, PRESS
2892, Key.space, RELEASE
3195, Key.backspace, PRESS
3273, Key.backspace, RELEASE
3415, 'n', PRESS
3502, 'n', RELEASE
3542, Key.space, PRESS
3603, Key.space, RELEASE
3755, 'f', PRESS
3865, 'f', RELEASE
3914, 'o', PRESS
3984, 'o', RELEASE
4059, 'x', PRESS
4138, 'x', RELEASE
4193, Key.space, PRESS
4273, Key.space, RELEASE
4344, 'j', PRESS
4422, 'j', RELEASE
4509, 'u', PRESS
4557, 'u', RELEASE
4673, 'm', PRESS
4720, 'm', RELEASE
4776, 'p', PRESS
4870, 'p', RELEASE
4929, 's', PRESS
5019, Key.space, PRESS
5019, 's', RELEASE
5089, Key.space, RELEASE
5192, 'o', PRESS
5282, 'o', RELEASE
5390, 'v', PRESS
5485, 'v', RELEASE
5574, 'e', PRESS
5660, 'e', RELEASE
5680, 'r', PRESS
5767, 'r', RELEASE
5805, Key.space, PRESS
5891, Key.space, RELEASE
5964, 't', PRESS
6043, 't', RELEASE
6139, 'h', PRESS
6201, 'h', RELEASE
6230, 'e', PRESS
6311, Key.space, PRESS
6311, 'e', RELEASE
6389, Key.space, RELEASE
6443, 'l', PRESS
6521, 'l', RELEASE
6722, 'a', PRESS
6823, 'a', RELEASE
7044, 'z', PRESS
7178, 'z', RELEASE
7254, 'y', PRESS
7348, 'y', RELEASE
7396, Key.space, PRESS
7475, Key.space, RELEASE
7561, 'd', PRESS
7641, 'd', RELEASE
7706, 'o', PRESS
7785, 'o', RELEASE
8143, 'g', PRESS
8191, 'g', RELEASE
8751, '.', PRESS
8806, '.', RELEASE
