0, Key.shift, PRESS
184, 'T', PRESS
238, 'T', RELEASE
410, Key.shift, RELEASE
1345, 'h', PRESS
1406, 'h', RELEASE
1559, 'e', PRESS
1622, 'e', RELEASE
1691, Key.space, PRESS
1768, Key.space, RELEASE
2206, 'q', PRESS
2276, 'q', RELEASE
2345, 'u', PRESS
2398, 'u', RELEASE
2517, 'i', PRESS
2571, 'i', RELEASE
2700, 'c', PRESS
2778, 'c', RELEASE
2828, 'k', PRESS
2898, 'k', RELEASE
3004, Key.space, PRESS
3066, Key.space, RELEASE
3231, 'b', PRESS
3277, 'b', RELEASE
3389, 'r', PRESS
3450, 'r', RELEASE
3632, 'o', PRESS
3685, 'o', RELEASE
3877, 'w', PRESS
3955, 'w', RELEASE
4379, 'n', PRESS
4433, 'n', RELEASE
4562, Key.space, PRESS
4615, Key.space, RELEASE
4721, 'f', PRESS
4783, 'f', RELEASE
4929, 'o', PRESS
4991, 'o', RELEASE
5303, 'x', PRESS
5357, 'x', RELEASE
5462, Key.space, PRESS
5524, Key.space, RELEASE
5906, 'j', PRESS
5967, 'j', RELEASE
6088, 'u', PRESS
6142, 'u', RELEASE
6352, 'm', PRESS
6390, 'm', RELEASE
6603, 'p', PRESS
6657, 'p', RELEASE
6846, 's', PRESS
6931, 's', RELEASE
7061, Key.space, PRESS
7138, Key.space, RELEASE
7311, 'o', PRESS
7365, 'o', RELEASE
7697, 'v', PRESS
7752, 'v', RELEASE
7808, 'e', PRESS
7894, 'e', RELEASE
8011, 'r', PRESS
8081, 'r', RELEASE
8176, Key.space, PRESS
8222, Key.space, RELEASE
8387, 't', PRESS
8440, 't', RELEASE
8493, 'h', PRESS
8547, 'h', RELEASE
8683, 'e', PRESS
8729, 'e', RELEASE
8826, Key.space, PRESS
8855, Key.space, RELEASE
9400, 'l', PRESS
9470, 'l', RELEASE
9505, 'a', PRESS
9576, 'a', RELEASE
9793, 'z', PRESS
9870, 'z', RELEASE
9980, 'y', PRESS
10034, 'y', RELEASE
10152, Key.space, PRESS
10206, Key.space, RELEASE
10534, 'd', PRESS
10602, 'd', RELEASE
10850, 'o', PRESS
10912, 'o', RELEASE
11089, 'g', PRESS
11134, 'g', RELEASE
12128, '.', PRESS
12190, '.', RELEASE
