0, Key.shift, PRESS
185, 'T', PRESS
246, 'T', RELEASE
291, Key.shift, RELEASE
379, 'h', PRESS
441, 'h', RELEASE
498, 'e', PRESS
569, 'e', RELEASE
626, Key.space, PRESS
705, Key.space, RELEASE
1393, 'q', PRESS
1479, 'q', RELEASE
1516, 'u', PRESS
1603, 'u', RELEASE
1640, 'i', PRESS
1702, 'i', RELEASE
1775, 'c', PRESS
1863, 'c', RELEASE
1924, 'k', PRESS
2003, 'k', RELEASE
2073, 'b', PRESS
2176, 'b', RELEASE
2621, Key.backspace, PRESS
2708, Key.backspace, RELEASE
2752, Key.space, PRESS
2854, Key.space, RELEASE
2967, 'b', PRESS
3054, 'b', RELEASE
3217, 'r', PRESS
3326, 'r', RELEASE
3969, 'o', PRESS
4024, 'o', RELEASE
4125, 'w', PRESS
4212, 'w', RELEASE
4369, 'n', PRESS
4449, 'n', RELEASE
4919, Key.space, PRESS
5021, Key.space, RELEASE
5262, 'f', PRESS
5309, 'f', RELEASE
5372, 'o', PRESS
5425, 'o', RELEASE
5536, 'x', PRESS
5599, 'x', RELEASE
5704, Key.space, PRESS
5774, Key.space, RELEASE
6377, 'j', PRESS
6448, 'j', RELEASE
6551, 'u', PRESS
6606, 'u', RELEASE
6718, 'm', PRESS
6788, 'm', RELEASE
6858, 'p', PRESS
6936, 'p', RELEASE
7024, 's', PRESS
7094, 's', RELEASE
7140, Key.space, PRESS
7210, Key.space, RELEASE
8607, 'o', PRESS
8653, 'o', RELEASE
9441, 'v', PRESS
9519, 'v', RELEASE
9611, 'e', PRESS
9697, 'e', RELEASE
9727, 'r', PRESS
9813, 'r', RELEASE
9832, Key.space, PRESS
9902, Key.space, RELEASE
9965, 't', PRESS
10061, 't', RELEASE
10121, 'h', PRESS
10192, 'h', RELEASE
10192, 'e', PRESS
10231, Key.space, PRESS
10267, 'e', RELEASE
10341, Key.space, RELEASE
10493, 'l', PRESS
10572, 'l', RELEASE
10612, 'a', PRESS
10714, 'a', RELEASE
10858, 'z', PRESS
10952, 'z', RELEASE
11003, 'y', PRESS
11081, 'y', RELEASE
11182, 'd', PRESS
11245, 'd', RELEASE
11576, Key.backspace, PRESS
11662, Key.backspace, RELEASE
11713, Key.space, PRESS
11791, Key.space, RELEASE
11891, 'd', PRESS
11961, 'd', RELEASE
12017, 'o', PRESS
12096, 'o', RELEASE
12425, 'g', PRESS
12488, 'g', RELEASE
12781, '.', PRESS
12852, '.', RELEASE
