0, Key.shift, PRESS
184, 'T', PRESS
238, 'T', RELEASE
544, Key.shift, RELEASE
1380, 'h', PRESS
1450, 'h', RELEASE
1637, 'e', PRESS
1707, 'e', RELEASE
2312, Key.space, PRESS
2382, Key.space, RELEASE
3059, 'q', PRESS
3144, 'q', RELEASE
3185, 'u', PRESS
3263, 'u', RELEASE
3408, 'i', PRESS
3476, 'i', RELEASE
3836, 'c', PRESS
3930, 'c', RELEASE
4004, 'k', PRESS
4082, 'k', RELEASE
4224, Key.space, PRESS
4302, Key.space, RELEASE
4472, 'b', PRESS
4518, 'b', RELEASE
4711, 'r', PRESS
4773, 'r', RELEASE
4897, 'o', PRESS
4958, 'o', RELEASE
5127, 'w', PRESS
5204, 'w', RELEASE
5308, 'n', PRESS
5361, 'n', RELEASE
5508, Key.space, PRESS
5561, Key.space, RELEASE
5833, 'f', PRESS
5895, 'f', RELEASE
6184, 'o', PRESS
6262, 'o', RELEASE
6418, 'x', PRESS
6488, 'x', RELEASE
6594, Key.space, PRESS
6673, Key.space, RELEASE
7027, 'j', PRESS
7081, 'j', RELEASE
7500, 'u', PRESS
7555, 'u', RELEASE
7805, 'm', PRESS
7852, 'm', RELEASE
8070, 'p', PRESS
8133, 'p', RELEASE
8268, 's', PRESS
8337, 's', RELEASE
9152, Key.space, PRESS
9231, Key.space, RELEASE
10068, 'o', PRESS
10121, 'o', RELEASE
10436, 'v', PRESS
10483, 'v', RELEASE
10553, 'e', PRESS
10631, 'e', RELEASE
10746, 'r', PRESS
10799, 'r', RELEASE
10860, Key.space, PRESS
10923, Key.space, RELEASE
11058, 't', PRESS
11112, 't', RELEASE
11165, 'h', PRESS
11219, 'h', RELEASE
11348, 'e', PRESS
11402, 'e', RELEASE
11478, Key.space, PRESS
11532, Key.space, RELEASE
11862, 'l', PRESS
11915, 'l', RELEASE
12168, 'a', PRESS
12237, 'a', RELEASE
12432, 'z', PRESS
12493, 'z', RELEASE
12556, 'y', PRESS
12618, 'y', RELEASE
12747, Key.space, PRESS
12817, Key.space, RELEASE
12917, 'd', PRESS
12979, 'd', RELEASE
13124, 'o', PRESS
13178, 'o', RELEASE
13515, 'g', PRESS
13568, 'g', RELEASE
13845, '.', PRESS
13899, '.', RELEASE
