0, Key.shift, PRESS
184, 'T', PRESS
263, 'T', RELEASE
315, Key.shift, RELEASE
456, 'h', PRESS
502, 'h', RELEASE
549, 'e', PRESS
638, Key.space, PRESS
638, 'e', RELEASE
733, Key.space, RELEASE
1582, 'q', PRESS
1684, 'q', RELEASE
1719, 'u', PRESS
1814, 'u', RELEASE
1841, 'i', PRESS
1903, 'i', RELEASE
1931, 'c', PRESS
2001, 'c', RELEASE
2073, 'k', PRESS
2144, 'k', RELEASE
2179, Key.space, PRESS
2266, Key.space, RELEASE
2720, 'b', PRESS
2789, 'b', RELEASE
2946, 'r', PRESS
3040, 'r', RELEASE
3208, 'o', PRESS
3302, 'o', RELEASE
3352, 'w', PRESS
3431, 'w', RELEASE
3577, 'n', PRESS
3680, 'n', RELEASE
3780, Key.space, PRESS
3858, Key.space, RELEASE
4233, 'f', PRESS
4319, 'f', RELEASE
4410, 'o', PRESS
4488, 'o', RELEASE
4558, 'x', PRESS
4661, 'x', RELEASE
4692, Key.space, PRESS
4755, Key.space, RELEASE
4794, 'j', PRESS
4889, 'j', RELEASE
4974, 'u', PRESS
5012, 'u', RELEASE
5126, 'm', PRESS
5205, 'm', RELEASE
5317, 'p', PRESS
5396, 'p', RELEASE
5474, 's', PRESS
5553, 's', RELEASE
5580, Key.space, PRESS
5658, Key.space, RELEASE
5732, 'o', PRESS
5802, 'o', RELEASE
5932, 'v', PRESS
5979, 'v', RELEASE
6068, 'e', PRESS
6148, 'e', RELEASE
6187, 'r', PRESS
6282, 'r', RELEASE
6365, Key.space, PRESS
6435, Key.space, RELEASE
6541, 't', PRESS
6565, 'h', PRESS
6626, 'h', RELEASE
6626, 't', RELEASE
6802, 'e', PRESS
6914, Key.space, PRESS
6915, 'e', RELEASE
7001, Key.space, RELEASE
7237, 'l', PRESS
7308, 'l', RELEASE
7418, 'a', PRESS
7497, 'a', RELEASE
7632, 'z', PRESS
7718, 'z', RELEASE
7781, 'y', PRESS
7836, 'y', RELEASE
7898, Key.space, PRESS
7983, Key.space, RELEASE
8137, 'd', PRESS
8200, 'd', RELEASE
8270, 'o', PRESS
8333, 'o', RELEASE
8433, 'g', PRESS
8487, 'g', RELEASE
8981, '.', PRESS
9028, '.', RELEASE
