0, Key.caps_lock, PRESS
111, Key.caps_lock, RELEASE
176, 't', PRESS
270, 't', RELEASE
336, Key.caps_lock, PRESS
430, Key.caps_lock, RELEASE
455, 'h', PRESS
548, 'h', RELEASE
549, 'e', PRESS
645, Key.space, PRESS
673, 'e', RELEASE
747, Key.space, RELEASE
779, 'q', PRESS
905, 'u', PRESS
905, 'q', RELEASE
961, 'u', RELEASE
1077, 'i', PRESS
1149, 'i', RELEASE
1309, 'c', PRESS
1411, 'c', RELEASE
1807, 'k', PRESS
1893, 'k', RELEASE
2067, Key.space, PRESS
2144, Key.space, RELEASE
2466, 'b', PRESS
2537, 'b', RELEASE
2727, 'r', PRESS
2781, 'r', RELEASE
2894, 'o', PRESS
2965, 'o', RELEASE
3016, 'w', PRESS
3103, 'w', RELEASE
3144, 'n', PRESS
3215, 'n', RELEASE
3302, Key.space, PRESS
3380, Key.space, RELEASE
3434, 'f', PRESS
3552, 'f', RELEASE
3588, 'o', PRESS
3667, 'o', RELEASE
3766, 'x', PRESS
3892, 'x', RELEASE
4079, Key.space, PRESS
4133, Key.space, RELEASE
4541, 'j', PRESS
4627, 'j', RELEASE
4718, 'u', PRESS
4804, 'u', RELEASE
4901, 'm', PRESS
4995, 'm', RELEASE
5066, 'p', PRESS
5136, 'p', RELEASE
5223, 's', PRESS
5318, 's', RELEASE
5423, Key.space, PRESS
5469, Key.space, RELEASE
5602, 'o', PRESS
5680, 'o', RELEASE
5680, 'v', PRESS
5764, 'v', RELEASE
5841, 'e', PRESS
5934, 'r', PRESS
5957, 'e', RELEASE
6035, 'r', RELEASE
6059, Key.space, PRESS
6138, Key.space, RELEASE
6161, 't', PRESS
6231, 't', RELEASE
6264, 'h', PRESS
6334, 'h', RELEASE
6368, 'e', PRESS
6454, 'e', RELEASE
6474, Key.space, PRESS
6537, Key.space, RELEASE
6841, 'l', PRESS
6943, 'l', RELEASE
6943, 'a', PRESS
7026, 'a', RELEASE
7144, 'z', PRESS
7254, 'z', RELEASE
7271, 'y', PRESS
7334, 'y', RELEASE
7446, Key.space, PRESS
7525, Key.space, RELEASE
7658, 'd', PRESS
7785, 'd', RELEASE
7801, 'o', PRESS
7888, 'o', RELEASE
7990, 'g', PRESS
8052, 'g', RELEASE
8592, '.', PRESS
8680, '.', RELEASE
