0, Key.caps_lock, PRESS
86, Key.caps_lock, RELEASE
185, 't', PRESS
280, 't', RELEASE
363, Key.caps_lock, PRESS
451, Key.caps_lock, RELEASE
484, 'h', PRESS
554, 'h', RELEASE
588, 'e', PRESS
724, Key.space, PRESS
725, 'e', RELEASE
803, Key.space, RELEASE
1380, 'q', PRESS
1482, 'q', RELEASE
1521, 'u', PRESS
1584, 'u', RELEASE
1695, 'i', PRESS
1765, 'i', RELEASE
1921, 'c', PRESS
2030, 'c', RELEASE
2071, 'k', PRESS
2150, 'k', RELEASE
2260, Key.space, PRESS
2346, Key.space, RELEASE
2731, 'b', PRESS
2824, 'b', RELEASE
3009, 'r', PRESS
3079, 'r', RELEASE
3161, 'o', PRESS
3252, 'o', RELEASE
3252, 'w', PRESS
3354, 'w', RELEASE
3370, 'n', PRESS
3449, 'n', RELEASE
3577, Key.space, PRESS
3648, Key.space, RELEASE
3736, 'f', PRESS
3823, 'f', RELEASE
3874, 'o', PRESS
3961, 'o', RELEASE
4002, 'x', PRESS
4127, 'x', RELEASE
4202, Key.space, PRESS
4281, Key.space, RELEASE
4423, 'j', PRESS
4501, 'j', RELEASE
4610, 'u', PRESS
4681, 'u', RELEASE
4775, 'm', PRESS
4877, 'm', RELEASE
4906, 'p', PRESS
4993, 'p', RELEASE
5043, 's', PRESS
5139, 's', RELEASE
5249, Key.space, PRESS
5335, Key.space, RELEASE
5434, 'o', PRESS
5520, 'o', RELEASE
5520, 'v', PRESS
5604, 'v', RELEASE
5666, 'e', PRESS
5729, 'e', RELEASE
5756, 'r', PRESS
5860, Key.space, PRESS
5860, 'r', RELEASE
5946, Key.space, RELEASE
5968, 't', PRESS
6054, 'h', PRESS
6054, 't', RELEASE
6162, 'h', RELEASE
6162, 'e', PRESS
6243, Key.space, PRESS
6263, 'e', RELEASE
6321, Key.space, RELEASE
6401, 'l', PRESS
6485, 'a', PRESS
6501, 'l', RELEASE
6585, 'a', RELEASE
6705, 'z', PRESS
6815, 'y', PRESS
6815, 'z', RELEASE
6887, 'y', RELEASE
6991, Key.space, PRESS
7088, Key.space, RELEASE
7160, 'd', PRESS
7281, 'o', PRESS
7302, 'd', RELEASE
7374, 'o', RELEASE
7408, 'g', PRESS
7519, 'g', RELEASE
7587, '.', PRESS
7713, '.', RELEASE
