0, Key.caps_lock, PRESS
135, Key.caps_lock, RELEASE
202, 't', PRESS
305, 't', RELEASE
371, Key.caps_lock, PRESS
473, Key.caps_lock, RELEASE
507, 'h', PRESS
594, 'h', RELEASE
646, 'e', PRESS
788, 'e', RELEASE
968, Key.space, PRESS
1055, Key.space, RELEASE
1425, 'q', PRESS
1547, 'u', PRESS
1566, 'q', RELEASE
1623, 'u', RELEASE
1726, 'i', PRESS
1804, 'i', RELEASE
1832, 'c', PRESS
1959, 'k', PRESS
1960, 'c', RELEASE
2037, 'k', RELEASE
2124, Key.space, PRESS
2228, Key.space, RELEASE
2681, 'b', PRESS
2776, 'b', RELEASE
2953, 'r', PRESS
3039, 'r', RELEASE
3094, 'o', PRESS
3162, 'w', PRESS
3180, 'o', RELEASE
3296, 'w', RELEASE
3315, 'n', PRESS
3402, 'n', RELEASE
3528, Key.space, PRESS
3655, Key.space, RELEASE
3823, 'f', PRESS
3916, 'f', RELEASE
3951, 'o', PRESS
4046, 'o', RELEASE
4209, 'x', PRESS
4343, 'x', RELEASE
4455, Key.space, PRESS
4541, Key.space, RELEASE
4631, 'j', PRESS
4734, 'j', RELEASE
4796, 'u', PRESS
4874, 'u', RELEASE
4954, 'm', PRESS
5056, 'm', RELEASE
5089, 'p', PRESS
5176, 'p', RELEASE
5215, 's', PRESS
5305, Key.space, PRESS
5324, 's', RELEASE
5383, Key.space, RELEASE
5485, 'o', PRESS
5579, 'o', RELEASE
5579, 'v', PRESS
5664, 'v', RELEASE
5744, 'e', PRESS
5837, 'r', PRESS
5837, 'e', RELEASE
5925, Key.space, PRESS
5926, 'r', RELEASE
6024, Key.space, RELEASE
6024, 't', PRESS
6111, 't', RELEASE
6125, 'h', PRESS
6211, 'h', RELEASE
6212, 'e', PRESS
6283, Key.space, PRESS
6319, 'e', RELEASE
6361, Key.space, RELEASE
6482, 'l', PRESS
6599, 'l', RELEASE
6806, 'a', PRESS
6908, 'a', RELEASE
7067, 'z', PRESS
7168, 'y', PRESS
7168, 'z', RELEASE
7256, 'y', RELEASE
7468, Key.space, PRESS
7561, Key.space, RELEASE
7633, 'd', PRESS
7714, 'o', PRESS
7736, 'd', RELEASE
7807, 'o', RELEASE
7891, 'g', PRESS
7969, 'g', RELEASE
8187, '.', PRESS
8305, '.', RELEASE
