0, Key.shift, PRESS
145, 'T', PRESS
202, Key.shift, RELEASE
203, 't', RELEASE
311, 'h', PRESS
389, 'h', RELEASE
498, 'e', PRESS
599, 'e', RELEASE
620, Key.space, PRESS
682, Key.space, RELEASE
777, 'q', PRESS
863, 'q', RELEASE
882, 'u', PRESS
936, 'u', RELEASE
1014, 'i', PRESS
1099, 'i', RELEASE
1187, 'c', PRESS
1259, 'k', PRESS
1280, 'c', RELEASE
1320, 'k', RELEASE
1432, Key.space, PRESS
1469, Key.space, RELEASE
1587, 'b', PRESS
1632, 'b', RELEASE
1727, 'r', PRESS
1830, 'r', RELEASE
1850, 'o', PRESS
1912, 'o', RELEASE
1954, 'w', PRESS
2056, 'w', RELEASE
2099, 'n', PRESS
2153, 'n', RELEASE
2251, Key.space, PRESS
2289, Key.space, RELEASE
2515, 'f', PRESS
2608, 'f', RELEASE
2628, 'o', PRESS
2690, 'o', RELEASE
2787, 'x', PRESS
2904, 'x', RELEASE
2931, Key.space, PRESS
2985, Key.space, RELEASE
3253, 'j', PRESS
3347, 'j', RELEASE
3410, 'u', PRESS
3472, 'u', RELEASE
3623, 'm', PRESS
3684, 'm', RELEASE
3794, 'p', PRESS
3855, 'p', RELEASE
3906, 's', PRESS
3999, 's', RELEASE
4038, Key.space, PRESS
4084, Key.space, RELEASE
4257, 'o', PRESS
4303, 'o', RELEASE
4403, 'v', PRESS
4465, 'v', RELEASE
4555, 'e', PRESS
4672, 'e', RELEASE
4703, 'r', PRESS
4813, 'r', RELEASE
4839, Key.space, PRESS
4884, Key.space, RELEASE
4991, 'h', PRESS
5061, 't', PRESS
5076, 'h', RELEASE
5202, 't', RELEASE
5232, Key.space, PRESS
5252, 'e', PRESS
5285, Key.space, RELEASE
5401, 'e', RELEASE
5486, 'l', PRESS
5540, 'l', RELEASE
5562, 'a', PRESS
5688, 'a', RELEASE
5846, 'z', PRESS
5940, 'z', RELEASE
6529, 'y', PRESS
6589, 'y', RELEASE
6740, Key.space, PRESS
6794, Key.space, RELEASE
7021, 'd', PRESS
7131, 'o', PRESS
7131, 'd', RELEASE
7170, 'o', RELEASE
7265, 'g', PRESS
7360, 'g', RELEASE
7742, '.', PRESS
7780, '.', RELEASE
