0, Key.shift, PRESS
128, 'T', PRESS
183, Key.shift, RELEASE
190, 't', RELEASE
287, 'h', PRESS
341, 'h', RELEASE
377, 'e', PRESS
498, Key.space, PRESS
498, 'e', RELEASE
536, Key.space, RELEASE
688, 'q', PRESS
782, 'q', RELEASE
819, 'u', PRESS
889, 'u', RELEASE
940, 'i', PRESS
1026, 'i', RELEASE
1085, 'c', PRESS
1178, 'c', RELEASE
1217, 'k', PRESS
1271, 'k', RELEASE
1427, Key.space, PRESS
1473, Key.space, RELEASE
1592, 'b', PRESS
1646, 'b', RELEASE
1760, 'r', PRESS
1838, 'r', RELEASE
1865, 'o', PRESS
1919, 'o', RELEASE
2050, 'w', PRESS
2143, 'w', RELEASE
2169, 'n', PRESS
2223, 'n', RELEASE
2300, Key.space, PRESS
2353, Key.space, RELEASE
2589, 'o', PRESS
2644, 'o', RELEASE
2959, Key.backspace, PRESS
3045, Key.backspace, RELEASE
3124, Key.backspace, PRESS
3202, Key.backspace, RELEASE
3235, 's', PRESS
3257, 'a', PRESS
3304, Key.backspace, PRESS
3305, 'd', PRESS
3341, 'a', RELEASE
3372, Key.backspace, RELEASE
3372, 's', RELEASE
3427, 'd', RELEASE
3565, Key.backspace, PRESS
3618, Key.backspace, RELEASE
3693, Key.backspace, PRESS
3747, Key.backspace, RELEASE
