0, Key.shift, PRESS
136, 'T', PRESS
189, Key.shift, RELEASE
190, 't', RELEASE
292, 'h', PRESS
354, 'h', RELEASE
386, 'e', PRESS
487, 'e', RELEASE
520, Key.space, PRESS
558, Key.space, RELEASE
810, 'q', PRESS
903, 'q', RELEASE
932, 'u', PRESS
994, 'u', RELEASE
1066, 'i', PRESS
1136, 'i', RELEASE
1167, 'c', PRESS
1253, 'c', RELEASE
1275, 'k', PRESS
1337, 'k', RELEASE
1549, Key.space, PRESS
1587, Key.space, RELEASE
1865, 'b', PRESS
1919, 'b', RELEASE
2165, 'r', PRESS
2242, 'r', RELEASE
2281, 'o', PRESS
2327, 'o', RELEASE
2406, 'w', PRESS
2499, 'w', RELEASE
2541, 'n', PRESS
2587, 'n', RELEASE
2692, Key.space, PRESS
2730, Key.space, RELEASE
2993, 'f', PRESS
3064, 'o', PRESS
3064, 'f', RELEASE
3118, 'o', RELEASE
3210, 'x', PRESS
3297, 'x', RELEASE
3322, Key.space, PRESS
3352, Key.space, RELEASE
3625, 'j', PRESS
3686, 'j', RELEASE
3740, 'u', PRESS
3801, 'u', RELEASE
3948, 'm', PRESS
4002, 'm', RELEASE
4095, 'p', PRESS
4140, 'p', RELEASE
4225, 's', PRESS
4287, 's', RELEASE
4312, Key.space, PRESS
4351, Key.space, RELEASE
4521, 'o', PRESS
4559, 'o', RELEASE
4581, 'v', PRESS
4683, 'v', RELEASE
4782, 'e', PRESS
4916, 'e', RELEASE
4968, 'r', PRESS
5078, 'r', RELEASE
5274, Key.space, PRESS
5384, Key.space, RELEASE
5486, 't', PRESS
5517, 'h', PRESS
5586, 't', RELEASE
5609, 'h', RELEASE
5715, 'e', PRESS
5848, Key.space, PRESS
5848, 'e', RELEASE
5880, Key.space, RELEASE
6100, 'l', PRESS
6145, 'l', RELEASE
6176, 'a', PRESS
6261, 'a', RELEASE
6359, 'z', PRESS
6430, 'y', PRESS
6466, 'z', RELEASE
6491, 'y', RELEASE
6623, Key.space, PRESS
6675, Key.space, RELEASE
7018, 'd', PRESS
7120, 'o', PRESS
7120, 'd', RELEASE
7159, 'o', RELEASE
7246, 'g', PRESS
7315, 'g', RELEASE
7491, '.', PRESS
7521, '.', RELEASE
