0, Key.shift, PRESS
168, 'T', PRESS
235, Key.shift, RELEASE
236, 't', RELEASE
341, 'h', PRESS
411, 'h', RELEASE
454, 'e', PRESS
563, 'e', RELEASE
815, Key.space, PRESS
868, Key.space, RELEASE
969, 'q', PRESS
1054, 'q', RELEASE
1107, 'u', PRESS
1178, 'u', RELEASE
1230, 'i', PRESS
1316, 'i', RELEASE
1367, 'c', PRESS
1445, 'c', RELEASE
1463, 'k', PRESS
1508, 'k', RELEASE
1614, Key.space, PRESS
1660, Key.space, RELEASE
1759, 'b', PRESS
1814, 'b', RELEASE
1894, 'r', PRESS
1995, 'r', RELEASE
2029, 'o', PRESS
2091, 'o', RELEASE
2145, 'w', PRESS
2215, 'w', RELEASE
2269, 'n', PRESS
2322, 'n', RELEASE
2403, Key.space, PRESS
2457, Key.space, RELEASE
2586, 'f', PRESS
2665, 'o', PRESS
2665, 'f', RELEASE
2727, 'o', RELEASE
2812, 'x', PRESS
2882, 'x', RELEASE
2901, Key.space, PRESS
2939, Key.space, RELEASE
3089, 'j', PRESS
3143, 'j', RELEASE
3201, 'u', PRESS
3271, 'u', RELEASE
3399, 'm', PRESS
3444, 'm', RELEASE
3548, 'p', PRESS
3610, 'p', RELEASE
3650, 's', PRESS
3729, 's', RELEASE
3770, Key.space, PRESS
3824, Key.space, RELEASE
3971, 'o', PRESS
4024, 'o', RELEASE
4090, 'v', PRESS
4185, 'v', RELEASE
4273, 'e', PRESS
4383, 'e', RELEASE
4436, 'r', PRESS
4537, 'r', RELEASE
4555, Key.space, PRESS
4601, Key.space, RELEASE
4688, 't', PRESS
4727, 'h', PRESS
4805, 'h', RELEASE
4805, 't', RELEASE
4867, 'e', PRESS
4971, Key.space, PRESS
4998, 'e', RELEASE
5048, Key.space, RELEASE
5187, 'l', PRESS
5241, 'l', RELEASE
5263, 'a', PRESS
5382, 'a', RELEASE
5470, 'z', PRESS
5595, 'z', RELEASE
5626, 'y', PRESS
5671, 'y', RELEASE
5791, Key.space, PRESS
5869, Key.space, RELEASE
5945, 'd', PRESS
6056, 'o', PRESS
6057, 'd', RELEASE
6103, 'o', RELEASE
6185, 'g', PRESS
6279, 'g', RELEASE
6400, '.', PRESS
6446, '.', RELEASE
