0, Key.shift, PRESS
90, 'T', PRESS
155, Key.shift, RELEASE
156, 't', RELEASE
245, 'h', PRESS
314, 'h', RELEASE
377, 'e', PRESS
481, Key.space, PRESS
482, 'e', RELEASE
527, Key.space, RELEASE
585, 'q', PRESS
694, 'u', PRESS
694, 'q', RELEASE
741, 'u', RELEASE
810, 'i', PRESS
880, 'i', RELEASE
1251, 'c', PRESS
1335, 'c', RELEASE
1361, 'k', PRESS
1407, 'k', RELEASE
1508, Key.space, PRESS
1554, Key.space, RELEASE
1659, 'b', PRESS
1713, 'b', RELEASE
1767, 'r', PRESS
1845, 'r', RELEASE
2265, 'o', PRESS
2334, 'o', RELEASE
2466, 'w', PRESS
2567, 'w', RELEASE
2590, 'n', PRESS
2644, 'n', RELEASE
2729, Key.space, PRESS
2775, Key.space, RELEASE
2905, 'f', PRESS
3000, 'o', PRESS
3000, 'f', RELEASE
3045, 'o', RELEASE
3134, 'x', PRESS
3237, Key.space, PRESS
3238, 'x', RELEASE
3283, Key.space, RELEASE
3396, 'j', PRESS
3474, 'j', RELEASE
3530, 'u', PRESS
3584, 'u', RELEASE
3705, 'm', PRESS
3758, 'm', RELEASE
3854, 'p', PRESS
3924, 'p', RELEASE
3959, 's', PRESS
4037, 's', RELEASE
4057, Key.space, PRESS
4095, Key.space, RELEASE
4222, 'o', PRESS
4277, 'o', RELEASE
4337, 'v', PRESS
4414, 'v', RELEASE
4530, 'e', PRESS
4637, 'e', RELEASE
4698, 'r', PRESS
4792, 'r', RELEASE
4810, Key.space, PRESS
4864, Key.space, RELEASE
4917, 't', PRESS
5003, 'h', PRESS
5025, 't', RELEASE
5088, 'h', RELEASE
5133, 'e', PRESS
5214, Key.space, PRESS
5265, 'e', RELEASE
5308, Key.space, RELEASE
5455, 'l', PRESS
5508, 'l', RELEASE
5681, 'a', PRESS
5774, 'a', RELEASE
5865, 'z', PRESS
5966, 'z', RELEASE
5983, 'u', PRESS
6038, 'u', RELEASE
6459, Key.backspace, PRESS
6538, Key.backspace, RELEASE
6623, Key.backspace, PRESS
6693, Key.backspace, RELEASE
6764, Key.backspace, PRESS
6826, Key.backspace, RELEASE
