0, Key.shift, PRESS
136, 'T', PRESS
197, Key.shift, RELEASE
199, 't', RELEASE
325, 'h', PRESS
387, 'h', RELEASE
417, 'e', PRESS
503, 'e', RELEASE
625, Key.space, PRESS
710, Key.space, RELEASE
745, 'q', PRESS
846, 'q', RELEASE
885, 'u', PRESS
945, 'u', RELEASE
1007, 'i', PRESS
1077, 'i', RELEASE
1101, 'c', PRESS
1179, 'c', RELEASE
1226, 'k', PRESS
1288, 'k', RELEASE
1386, Key.space, PRESS
1464, Key.space, RELEASE
1564, 'b', PRESS
1625, 'b', RELEASE
1686, 'r', PRESS
1757, 'r', RELEASE
1804, 'o', PRESS
1865, 'o', RELEASE
1902, 'w', PRESS
1996, 'w', RELEASE
2064, 'n', PRESS
2126, 'n', RELEASE
2200, Key.space, PRESS
2270, Key.space, RELEASE
2521, 'f', PRESS
2583, 'o', PRESS
2584, 'f', RELEASE
2646, 'o', RELEASE
2758, 'x', PRESS
2853, Key.space, PRESS
2853, 'x', RELEASE
2901, Key.space, RELEASE
3157, 'j', PRESS
3227, 'j', RELEASE
3622, 'u', PRESS
3675, 'u', RELEASE
3801, 'm', PRESS
3845, 'm', RELEASE
3971, 'p', PRESS
4025, 'p', RELEASE
4078, 's', PRESS
4172, 's', RELEASE
4196, Key.space, PRESS
4250, Key.space, RELEASE
4374, 'o', PRESS
4436, 'o', RELEASE
4466, 'v', PRESS
4544, 'v', RELEASE
4606, 'e', PRESS
4732, 'e', RELEASE
4764, 'r', PRESS
4853, Key.space, PRESS
4872, 'r', RELEASE
4929, Key.space, RELEASE
5020, 't', PRESS
5058, 'h', PRESS
5096, 't', RELEASE
5143, 'h', RELEASE
5178, 'e', PRESS
5260, Key.space, PRESS
5287, 'e', RELEASE
5336, Key.space, RELEASE
5561, 'l', PRESS
5606, 'l', RELEASE
5678, 'a', PRESS
5756, 'a', RELEASE
5929, 'z', PRESS
6029, 'z', RELEASE
6048, 'y', PRESS
6110, 'y', RELEASE
6267, Key.space, PRESS
6329, Key.space, RELEASE
6728, 'd', PRESS
6846, 'o', PRESS
6846, 'd', RELEASE
6877, 'o', RELEASE
7254, 'g', PRESS
7323, 'g', RELEASE
7363, '.', PRESS
7416, '.', RELEASE
