0, Key.shift, PRESS
144, 'T', PRESS
205, Key.shift, RELEASE
207, 't', RELEASE
299, 'h', PRESS
376, 'h', RELEASE
403, 'e', PRESS
504, 'e', RELEASE
528, Key.space, PRESS
590, Key.space, RELEASE
786, 'q', PRESS
881, 'q', RELEASE
912, 'u', PRESS
974, 'u', RELEASE
1033, 'i', PRESS
1111, 'i', RELEASE
1169, 'c', PRESS
1256, 'k', PRESS
1256, 'c', RELEASE
1310, 'k', RELEASE
1416, Key.space, PRESS
1461, Key.space, RELEASE
1565, 'b', PRESS
1618, 'b', RELEASE
1689, 'r', PRESS
1775, 'r', RELEASE
1821, 'o', PRESS
1875, 'o', RELEASE
2146, 'w', PRESS
2232, 'w', RELEASE
2255, 'n', PRESS
2309, 'n', RELEASE
2409, Key.space, PRESS
2462, Key.space, RELEASE
2689, 'f', PRESS
2750, 'f', RELEASE
2815, 'o', PRESS
2893, 'o', RELEASE
2982, 'x', PRESS
3083, 'x', RELEASE
3119, Key.space, PRESS
3156, Key.space, RELEASE
3673, 'j', PRESS
3726, 'j', RELEASE
3800, 'u', PRESS
3854, 'u', RELEASE
3968, 'm', PRESS
4038, 'm', RELEASE
4133, 'p', PRESS
4203, 'p', RELEASE
4237, 's', PRESS
4322, 's', RELEASE
4340, Key.space, PRESS
4386, Key.space, RELEASE
4505, 'o', PRESS
4567, 'o', RELEASE
4603, 'v', PRESS
4681, 'v', RELEASE
4785, 'e', PRESS
4893, 'e', RELEASE
4972, 'r', PRESS
5049, 'r', RELEASE
5067, Key.space, PRESS
5121, Key.space, RELEASE
5173, 't', PRESS
5236, 'h', PRESS
5289, 't', RELEASE
5312, 'h', RELEASE
5353, 'e', PRESS
5434, Key.space, PRESS
5478, 'e', RELEASE
5512, Key.space, RELEASE
5641, 'l', PRESS
5701, 'l', RELEASE
5702, 'a', PRESS
5800, 'a', RELEASE
5866, 'z', PRESS
5947, 'y', PRESS
5966, 'z', RELEASE
6000, 'y', RELEASE
6125, Key.space, PRESS
6179, Key.space, RELEASE
6365, 'd', PRESS
6429, 'o', PRESS
6465, 'd', RELEASE
6490, 'o', RELEASE
6612, 'g', PRESS
6705, 'g', RELEASE
6886, '.', PRESS
6931, '.', RELEASE
