0, Key.shift, PRESS
272, 'T', PRESS
333, 'T', RELEASE
353, Key.shift, RELEASE
503, 'h', PRESS
580, 'h', RELEASE
635, 'e', PRESS
728, 'e', RELEASE
756, Key.space, PRESS
826, Key.space, RELEASE
1147, 'q', PRESS
1272, 'u', PRESS
1273, 'q', RELEASE
1328, 'u', RELEASE
1401, 'i', PRESS
1469, 'i', RELEASE
1505, 'c', PRESS
1591, 'c', RELEASE
1611, 'k', PRESS
1665, 'k', RELEASE
1769, Key.space, PRESS
1815, Key.space, RELEASE
1939, 'b', PRESS
1985, 'b', RELEASE
2146, 'r', PRESS
2233, 'r', RELEASE
2307, 'o', PRESS
2361, 'o', RELEASE
2449, 'w', PRESS
2543, 'w', RELEASE
2582, 'n', PRESS
2636, 'n', RELEASE
2729, Key.space, PRESS
2775, Key.space, RELEASE
2924, 'f', PRESS
2996, 'o', PRESS
2996, 'f', RELEASE
3041, 'o', RELEASE
3138, 'x', PRESS
3232, 'x', RELEASE
3251, Key.space, PRESS
3289, Key.space, RELEASE
3567, 'j', PRESS
3621, 'j', RELEASE
3684, 'u', PRESS
3746, 'u', RELEASE
3864, 'm', PRESS
3918, 'm', RELEASE
4025, 'p', PRESS
4087, 'p', RELEASE
4144, 's', PRESS
4222, 's', RELEASE
4260, Key.space, PRESS
4305, Key.space, RELEASE
4437, 'o', PRESS
4491, 'o', RELEASE
4518, 'v', PRESS
4612, 'v', RELEASE
4717, 'e', PRESS
4834, 'e', RELEASE
4905, 'r', PRESS
5023, Key.space, PRESS
5024, 'r', RELEASE
5077, Key.space, RELEASE
5243, 't', PRESS
5305, 'h', PRESS
5375, 't', RELEASE
5390, 'h', RELEASE
5541, Key.space, PRESS
5603, Key.space, RELEASE
5900, 'e', PRESS
6001, 'e', RELEASE
6203, Key.backspace, PRESS
6264, Key.backspace, RELEASE
6350, Key.backspace, PRESS
6412, Key.backspace, RELEASE
6485, 's', PRESS
6485, 'a', PRESS
6570, 'd', PRESS
6570, 's', RELEASE
6591, 'a', RELEASE
6678, 's', PRESS
6678, 'a', PRESS
6755, 's', RELEASE
6756, 'a', RELEASE
6770, 'd', RELEASE
6801, Key.backspace, PRESS
6863, Key.backspace, RELEASE
6946, Key.backspace, PRESS
6992, Key.backspace, RELEASE
