0, Key.shift, PRESS
120, 'T', PRESS
190, Key.shift, RELEASE
191, 't', RELEASE
280, 'h', PRESS
349, 'h', RELEASE
378, 'e', PRESS
495, 'e', RELEASE
513, Key.space, PRESS
583, Key.space, RELEASE
687, 'q', PRESS
780, 'q', RELEASE
835, 'u', PRESS
905, 'u', RELEASE
970, 'i', PRESS
1048, 'i', RELEASE
1154, 'c', PRESS
1263, 'k', PRESS
1264, 'c', RELEASE
1303, 'k', RELEASE
1400, Key.space, PRESS
1438, Key.space, RELEASE
1525, 'b', PRESS
1579, 'b', RELEASE
1629, 'r', PRESS
1732, 'r', RELEASE
1759, 'o', PRESS
1820, 'o', RELEASE
1848, 'w', PRESS
1934, 'w', RELEASE
1996, 'n', PRESS
2049, 'n', RELEASE
2127, Key.space, PRESS
2197, Key.space, RELEASE
2377, 'f', PRESS
2462, 'o', PRESS
2463, 'f', RELEASE
2501, 'o', RELEASE
2611, 'x', PRESS
2708, Key.space, PRESS
2735, 'x', RELEASE
2761, Key.space, RELEASE
2909, 'j', PRESS
2971, 'j', RELEASE
3044, 'u', PRESS
3098, 'u', RELEASE
3217, 'm', PRESS
3279, 'm', RELEASE
3361, 'p', PRESS
3423, 'p', RELEASE
3444, 's', PRESS
3539, 's', RELEASE
3569, Key.space, PRESS
3615, Key.space, RELEASE
3721, 'o', PRESS
3782, 'o', RELEASE
3829, 'v', PRESS
3915, 'v', RELEASE
4034, 'e', PRESS
4199, 'e', RELEASE
4325, 'r', PRESS
4458, 'r', RELEASE
4476, Key.space, PRESS
4547, Key.space, RELEASE
4577, 't', PRESS
4664, 'h', PRESS
4685, 't', RELEASE
4756, 'h', RELEASE
4757, 'e', PRESS
4884, Key.space, PRESS
4884, 'e', RELEASE
4937, Key.space, RELEASE
5064, 'l', PRESS
5134, 'l', RELEASE
5156, 'a', PRESS
5248, 'a', RELEASE
5352, 'z', PRESS
5440, 'y', PRESS
5440, 'z', RELEASE
5485, 'y', RELEASE
5774, Key.space, PRESS
5828, Key.space, RELEASE
5877, 'd', PRESS
5997, 'o', PRESS
5997, 'd', RELEASE
6058, 'o', RELEASE
6129, 'g', PRESS
6224, 'g', RELEASE
6339, '.', PRESS
6392, '.', RELEASE
