0, Key.shift, PRESS
113, 'T', PRESS
166, Key.shift, RELEASE
167, 't', RELEASE
269, 'h', PRESS
355, 'h', RELEASE
378, 'e', PRESS
496, Key.space, PRESS
496, 'e', RELEASE
552, Key.space, RELEASE
720, 'q', PRESS
805, 'q', RELEASE
870, 'u', PRESS
924, 'u', RELEASE
997, 'i', PRESS
1074, 'i', RELEASE
1117, 'c', PRESS
1196, 'c', RELEASE
1230, 'k', PRESS
1284, 'k', RELEASE
1601, Key.space, PRESS
1655, Key.space, RELEASE
1749, 'b', PRESS
1811, 'b', RELEASE
1863, 'r', PRESS
1957, 'r', RELEASE
1977, 'o', PRESS
2031, 'o', RELEASE
2074, 'w', PRESS
2177, 'w', RELEASE
2205, 'n', PRESS
2259, 'n', RELEASE
2332, Key.space, PRESS
2385, Key.space, RELEASE
2517, 'f', PRESS
2572, 'o', PRESS
2601, 'f', RELEASE
2625, 'o', RELEASE
2768, 'x', PRESS
2854, 'x', RELEASE
2878, Key.space, PRESS
2916, Key.space, RELEASE
3181, 'j', PRESS
3235, 'j', RELEASE
3288, 'u', PRESS
3341, 'u', RELEASE
3466, 'm', PRESS
3519, 'm', RELEASE
3623, 'p', PRESS
3677, 'p', RELEASE
4047, 's', PRESS
4117, 's', RELEASE
4235, Key.space, PRESS
4273, Key.space, RELEASE
4412, 'o', PRESS
4465, 'o', RELEASE
4520, 'v', PRESS
4589, 'v', RELEASE
4677, 'e', PRESS
4764, 'e', RELEASE
4780, 'r', PRESS
4906, 'r', RELEASE
4940, Key.space, PRESS
4994, Key.space, RELEASE
5047, 't', PRESS
5094, 'h', PRESS
5171, 'h', RELEASE
5172, 't', RELEASE
5237, 'e', PRESS
5303, Key.space, PRESS
5354, 'e', RELEASE
5380, Key.space, RELEASE
5537, 'l', PRESS
5575, 'l', RELEASE
5638, 'a', PRESS
5732, 'a', RELEASE
5831, 'z', PRESS
5909, 'z', RELEASE
5932, 'y', PRESS
5978, 'y', RELEASE
6275, Key.space, PRESS
6345, Key.space, RELEASE
6535, 'o', PRESS
6565, 'o', RELEASE
6803, Key.backspace, PRESS
6849, Key.backspace, RELEASE
6940, 'd', PRESS
7033, 'd', RELEASE
7210, Key.backspace, PRESS
7254, 's', PRESS
7271, Key.backspace, RELEASE
7418, 's', RELEASE
7607, Key.backspace, PRESS
7677, Key.backspace, RELEASE
7752, Key.backspace, PRESS
7813, Key.backspace, RELEASE
