0, Key.shift, PRESS
128, 'T', PRESS
195, Key.shift, RELEASE
196, 't', RELEASE
299, 'h', PRESS
361, 'h', RELEASE
445, 'e', PRESS
549, Key.space, PRESS
549, 'e', RELEASE
611, Key.space, RELEASE
681, 'q', PRESS
768, 'q', RELEASE
812, 'u', PRESS
874, 'u', RELEASE
951, 'i', PRESS
1022, 'i', RELEASE
1110, 'c', PRESS
1196, 'c', RELEASE
1261, 'k', PRESS
1323, 'k', RELEASE
1410, Key.space, PRESS
1488, Key.space, RELEASE
1599, 'b', PRESS
1661, 'b', RELEASE
1746, 'r', PRESS
1831, 'r', RELEASE
1849, 'o', PRESS
1919, 'o', RELEASE
1973, 'w', PRESS
2066, 'w', RELEASE
2122, 'n', PRESS
2183, 'n', RELEASE
2283, Key.space, PRESS
2345, Key.space, RELEASE
2603, 'f', PRESS
2674, 'o', PRESS
2674, 'f', RELEASE
2736, 'o', RELEASE
2851, 'x', PRESS
2929, 'x', RELEASE
2948, Key.space, PRESS
3009, Key.space, RELEASE
3130, 'j', PRESS
3183, 'j', RELEASE
3248, 'u', PRESS
3302, 'u', RELEASE
3445, 'm', PRESS
3482, 'm', RELEASE
3737, 'p', PRESS
3798, 'p', RELEASE
3881, 's', PRESS
3958, 's', RELEASE
4002, Key.space, PRESS
4055, Key.space, RELEASE
4247, 'o', PRESS
4301, 'o', RELEASE
4340, 'v', PRESS
4426, 'v', RELEASE
4482, 'e', PRESS
4607, 'e', RELEASE
4623, 'r', PRESS
4758, Key.space, PRESS
4758, 'r', RELEASE
4813, Key.space, RELEASE
4893, 't', PRESS
4979, 'h', PRESS
4979, 't', RELEASE
5048, 'h', RELEASE
5089, 'e', PRESS
5162, Key.space, PRESS
5205, 'e', RELEASE
5239, Key.space, RELEASE
5381, 'l', PRESS
5457, 'l', RELEASE
5458, 'a', PRESS
5556, 'a', RELEASE
5642, 'z', PRESS
5744, 'z', RELEASE
5762, 'y', PRESS
5808, 'y', RELEASE
6297, Key.space, PRESS
6383, Key.space, RELEASE
6539, 'f', PRESS
6602, 'f', RELEASE
6618, 'o', PRESS
6681, 'o', RELEASE
7119, Key.backspace, PRESS
7204, Key.backspace, RELEASE
7287, Key.backspace, PRESS
7349, Key.backspace, RELEASE
7415, 'd', PRESS
7478, 'd', RELEASE
7513, 'f', PRESS
7632, 'f', RELEASE
7657, 's', PRESS
7680, 'd', PRESS
7765, 'd', RELEASE
7788, 's', RELEASE
