0, Key.shift, PRESS
192, 'T', PRESS
253, Key.shift, RELEASE
254, 't', RELEASE
396, 'h', PRESS
456, 'h', RELEASE
535, 'e', PRESS
621, 'e', RELEASE
643, Key.space, PRESS
705, Key.space, RELEASE
755, 'q', PRESS
863, 'q', RELEASE
880, 'u', PRESS
934, 'u', RELEASE
1029, 'i', PRESS
1091, 'i', RELEASE
1238, 'c', PRESS
1332, 'c', RELEASE
1350, 'k', PRESS
1411, 'k', RELEASE
1516, Key.space, PRESS
1586, Key.space, RELEASE
1725, 'b', PRESS
1787, 'b', RELEASE
1888, 'r', PRESS
1967, 'r', RELEASE
2007, 'o', PRESS
2077, 'o', RELEASE
2112, 'w', PRESS
2207, 'w', RELEASE
2272, 'n', PRESS
2342, 'n', RELEASE
2424, Key.space, PRESS
2494, Key.space, RELEASE
2666, 'f', PRESS
2737, 'o', PRESS
2737, 'f', RELEASE
2807, 'o', RELEASE
2912, 'x', PRESS
2998, 'x', RELEASE
3022, Key.space, PRESS
3092, Key.space, RELEASE
3230, 'j', PRESS
3292, 'j', RELEASE
3363, 'u', PRESS
3409, 'u', RELEASE
3537, 'm', PRESS
3607, 'm', RELEASE
3728, 'p', PRESS
3797, 'p', RELEASE
3823, 's', PRESS
3909, 's', RELEASE
3939, Key.space, PRESS
4005, Key.space, RELEASE
4124, 'o', PRESS
4192, 'o', RELEASE
4193, 'v', PRESS
4271, 'v', RELEASE
4356, 'e', PRESS
4490, 'e', RELEASE
4515, 'r', PRESS
4624, 'r', RELEASE
4662, Key.space, PRESS
4732, Key.space, RELEASE
4768, 't', PRESS
4862, 't', RELEASE
4878, 'h', PRESS
4940, 'h', RELEASE
4971, 'e', PRESS
5088, Key.space, PRESS
5089, 'e', RELEASE
5144, Key.space, RELEASE
5292, 'l', PRESS
5336, 'a', PRESS
5361, 'l', RELEASE
5429, 'a', RELEASE
5515, 'z', PRESS
5624, 'z', RELEASE
5668, 'y', PRESS
5722, 'y', RELEASE
5831, Key.space, PRESS
5900, Key.space, RELEASE
5959, 'd', PRESS
6078, 'o', PRESS
6078, 'd', RELEASE
6123, 'o', RELEASE
6262, 'g', PRESS
6332, 'g', RELEASE
6465, '.', PRESS
6519, '.', RELEASE
