0, Key.shift, PRESS
152, 'T', PRESS
213, Key.shift, RELEASE
215, 't', RELEASE
327, 'h', PRESS
397, 'h', RELEASE
452, 'e', PRESS
556, Key.space, PRESS
556, 'e', RELEASE
610, Key.space, RELEASE
692, 'q', PRESS
796, 'u', PRESS
796, 'q', RELEASE
842, 'u', RELEASE
931, 'i', PRESS
1000, 'i', RELEASE
1209, 'c', PRESS
1287, 'c', RELEASE
1318, 'k', PRESS
1380, 'k', RELEASE
1497, Key.space, PRESS
1567, Key.space, RELEASE
1692, 'b', PRESS
1747, 'b', RELEASE
1821, 'r', PRESS
1875, 'r', RELEASE
1913, 'o', PRESS
1982, 'o', RELEASE
2006, 'w', PRESS
2092, 'w', RELEASE
2146, 'n', PRESS
2199, 'n', RELEASE
2277, Key.space, PRESS
2347, Key.space, RELEASE
2504, 'f', PRESS
2559, 'o', PRESS
2579, 'f', RELEASE
2635, 'o', RELEASE
2792, 'x', PRESS
2838, 'x', RELEASE
3227, Key.space, PRESS
3288, Key.space, RELEASE
3399, 'j', PRESS
3452, 'j', RELEASE
3528, 'u', PRESS
3590, 'u', RELEASE
3724, 'm', PRESS
3786, 'm', RELEASE
3921, 'p', PRESS
3982, 'p', RELEASE
4025, 's', PRESS
4120, 's', RELEASE
4145, Key.space, PRESS
4207, Key.space, RELEASE
4345, 'o', PRESS
4398, 'o', RELEASE
4427, 'v', PRESS
4496, 'v', RELEASE
4584, 'e', PRESS
4686, 'e', RELEASE
4738, 'r', PRESS
4857, Key.space, PRESS
4858, 'r', RELEASE
4919, Key.space, RELEASE
5005, 't', PRESS
5044, 'h', PRESS
5099, 't', RELEASE
5121, 'h', RELEASE
5233, 'e', PRESS
5258, Key.space, PRESS
5340, 'e', RELEASE
5358, Key.space, RELEASE
5545, 'l', PRESS
5607, 'l', RELEASE
5800, 'a', PRESS
5892, 'a', RELEASE
5966, 'z', PRESS
6063, 'y', PRESS
6063, 'z', RELEASE
6091, 'y', RELEASE
6434, Key.space, PRESS
6504, Key.space, RELEASE
6632, 'd', PRESS
6732, 'd', RELEASE
6775, 'o', PRESS
6845, 'o', RELEASE
6948, 'g', PRESS
7026, 'g', RELEASE
7177, '.', PRESS
7231, '.', RELEASE
