0, Key.shift, PRESS
121, 'T', PRESS
171, Key.shift, RELEASE
172, 't', RELEASE
443, 'h', PRESS
520, 'h', RELEASE
591, 'e', PRESS
691, 'e', RELEASE
724, Key.space, PRESS
778, Key.space, RELEASE
902, 'q', PRESS
986, 'q', RELEASE
1027, 'u', PRESS
1089, 'u', RELEASE
1156, 'i', PRESS
1235, 'i', RELEASE
1313, 'c', PRESS
1414, 'k', PRESS
1414, 'c', RELEASE
1453, 'k', RELEASE
1563, Key.space, PRESS
1609, Key.space, RELEASE
1766, 'b', PRESS
1812, 'b', RELEASE
2002, 'r', PRESS
2119, 'r', RELEASE
2136, 'o', PRESS
2206, 'o', RELEASE
2370, 'w', PRESS
2455, 'w', RELEASE
2487, 'n', PRESS
2548, 'n', RELEASE
2630, Key.space, PRESS
2683, Key.space, RELEASE
2875, 'f', PRESS
2931, 'o', PRESS
2951, 'f', RELEASE
2975, 'o', RELEASE
3100, 'x', PRESS
3213, Key.space, PRESS
3213, 'x', RELEASE
3243, Key.space, RELEASE
3601, 'j', PRESS
3630, 'j', RELEASE
3693, 'u', PRESS
3763, 'u', RELEASE
3882, 'm', PRESS
3943, 'm', RELEASE
4040, 'p', PRESS
4094, 'p', RELEASE
4168, 's', PRESS
4279, Key.space, PRESS
4279, 's', RELEASE
4324, Key.space, RELEASE
4474, 'o', PRESS
4518, 'o', RELEASE
4556, 'v', PRESS
4658, 'v', RELEASE
4720, 'e', PRESS
4838, 'r', PRESS
4839, 'e', RELEASE
4975, Key.space, PRESS
4995, 'r', RELEASE
5028, Key.space, RELEASE
5119, 't', PRESS
5143, 'h', PRESS
5228, 't', RELEASE
5243, 'h', RELEASE
5292, 'e', PRESS
5365, Key.space, PRESS
5408, 'e', RELEASE
5450, Key.space, RELEASE
5578, 'l', PRESS
5605, 'a', PRESS
5646, 'l', RELEASE
5714, 'a', RELEASE
5827, 'z', PRESS
5920, 'y', PRESS
5920, 'z', RELEASE
5968, 'y', RELEASE
6208, Key.space, PRESS
6262, Key.space, RELEASE
6577, 'd', PRESS
6650, 'o', PRESS
6669, 'd', RELEASE
6711, 'o', RELEASE
6809, 'g', PRESS
6894, 'g', RELEASE
6926, ',', PRESS
6972, ',', RELEASE
7619, Key.backspace, PRESS
7688, Key.backspace, RELEASE
7767, Key.backspace, PRESS
7837, Key.backspace, RELEASE
7909, Key.backspace, PRESS
7986, Key.backspace, RELEASE
