0, Key.shift, PRESS
120, 'T', PRESS
187, Key.shift, RELEASE
188, 't', RELEASE
272, 'h', PRESS
341, 'h', RELEASE
372, 'e', PRESS
488, Key.space, PRESS
489, 'e', RELEASE
545, Key.space, RELEASE
582, 'q', PRESS
684, 'q', RELEASE
743, 'u', PRESS
804, 'u', RELEASE
875, 'i', PRESS
953, 'i', RELEASE
991, 'c', PRESS
1110, 'k', PRESS
1110, 'c', RELEASE
1147, 'k', RELEASE
1252, Key.space, PRESS
1297, Key.space, RELEASE
1407, 'b', PRESS
1460, 'b', RELEASE
1517, 'r', PRESS
1594, 'r', RELEASE
1634, 'o', PRESS
1696, 'o', RELEASE
1719, 'w', PRESS
1820, 'w', RELEASE
1862, 'n', PRESS
1916, 'n', RELEASE
1992, Key.space, PRESS
2054, Key.space, RELEASE
2117, 'f', PRESS
2212, 'o', PRESS
2212, 'f', RELEASE
2274, 'o', RELEASE
2343, 'x', PRESS
2444, Key.space, PRESS
2445, 'x', RELEASE
2478, Key.space, RELEASE
2583, 'j', PRESS
2644, 'j', RELEASE
2707, 'u', PRESS
2769, 'u', RELEASE
2887, 'm', PRESS
2941, 'm', RELEASE
3032, 'p', PRESS
3086, 'p', RELEASE
3110, 's', PRESS
3220, 's', RELEASE
3335, Key.space, PRESS
3397, Key.space, RELEASE
3542, 'o', PRESS
3596, 'o', RELEASE
3651, 'v', PRESS
3744, 'v', RELEASE
3816, 'e', PRESS
3942, 'e', RELEASE
3967, 'r', PRESS
4077, 'r', RELEASE
4117, Key.space, PRESS
4172, Key.space, RELEASE
4201, 't', PRESS
4288, 'h', PRESS
4325, 't', RELEASE
4364, 'h', RELEASE
4389, 'e', PRESS
4479, Key.space, PRESS
4529, 'e', RELEASE
4555, Key.space, RELEASE
4648, 'l', PRESS
4691, 'a', PRESS
4756, 'l', RELEASE
4791, 'a', RELEASE
4878, 'z', PRESS
4955, 'y', PRESS
4955, 'z', RELEASE
5002, 'y', RELEASE
5419, Key.space, PRESS
5480, Key.space, RELEASE
5541, 'd', PRESS
5627, 'd', RELEASE
5658, 'o', PRESS
5704, 'o', RELEASE
5796, 'g', PRESS
5897, 'g', RELEASE
6085, '.', PRESS
6130, '.', RELEASE
