0, Key.shift, PRESS
224, 'T', PRESS
277, 'T', RELEASE
306, Key.shift, RELEASE
417, 'h', PRESS
487, 'h', RELEASE
528, 'e', PRESS
633, Key.space, PRESS
634, 'e', RELEASE
687, Key.space, RELEASE
724, 'q', PRESS
833, 'q', RELEASE
860, 'u', PRESS
931, 'u', RELEASE
989, 'i', PRESS
1050, 'i', RELEASE
1126, 'c', PRESS
1219, 'c', RELEASE
1254, 'k', PRESS
1308, 'k', RELEASE
1419, Key.space, PRESS
1465, Key.space, RELEASE
1569, 'b', PRESS
1624, 'b', RELEASE
1706, 'r', PRESS
1809, 'o', PRESS
1810, 'r', RELEASE
1871, 'o', RELEASE
1917, 'w', PRESS
1994, 'w', RELEASE
2041, 'n', PRESS
2094, 'n', RELEASE
2188, Key.space, PRESS
2242, Key.space, RELEASE
2520, 'f', PRESS
2590, 'o', PRESS
2591, 'f', RELEASE
2660, 'o', RELEASE
2801, 'x', PRESS
2886, 'x', RELEASE
2941, Key.space, PRESS
2986, Key.space, RELEASE
4017, 'j', PRESS
4071, 'j', RELEASE
4163, 'u', PRESS
4216, 'u', RELEASE
4323, 'm', PRESS
4392, 'm', RELEASE
4494, 'p', PRESS
4556, 'p', RELEASE
4609, 's', PRESS
4697, Key.space, PRESS
4697, 's', RELEASE
4759, Key.space, RELEASE
4913, 'o', PRESS
4967, 'o', RELEASE
4996, 'v', PRESS
5081, 'v', RELEASE
5143, 'e', PRESS
5260, 'e', RELEASE
5315, 'r', PRESS
5409, 'r', RELEASE
5445, Key.space, PRESS
5515, Key.space, RELEASE
5553, 't', PRESS
5681, 'h', PRESS
5681, 't', RELEASE
5749, 'h', RELEASE
5801, 'e', PRESS
5904, 'e', RELEASE
5979, Key.space, PRESS
6033, Key.space, RELEASE
6224, 'l', PRESS
6282, 'l', RELEASE
6282, 'a', PRESS
6383, 'a', RELEASE
6495, 'z', PRESS
6597, 'z', RELEASE
6678, 'y', PRESS
6731, 'y', RELEASE
6855, Key.space, PRESS
6909, Key.space, RELEASE
7172, 'd', PRESS
7268, 'o', PRESS
7268, 'd', RELEASE
7305, 'o', RELEASE
7385, 'g', PRESS
7470, 'g', RELEASE
7587, '.', PRESS
7640, '.', RELEASE
