0, Key.shift, PRESS
145, 'T', PRESS
181, Key.shift, RELEASE
205, 't', RELEASE
303, 'h', PRESS
389, 'h', RELEASE
414, 'e', PRESS
515, Key.space, PRESS
516, 'e', RELEASE
588, Key.space, RELEASE
629, 'q', PRESS
731, 'q', RELEASE
799, 'u', PRESS
861, 'u', RELEASE
949, 'i', PRESS
1027, 'i', RELEASE
1079, 'c', PRESS
1165, 'c', RELEASE
1206, 'k', PRESS
1259, 'k', RELEASE
1373, Key.space, PRESS
1418, Key.space, RELEASE
1548, 'b', PRESS
1601, 'b', RELEASE
1685, 'r', PRESS
1778, 'r', RELEASE
1813, 'o', PRESS
1875, 'o', RELEASE
1930, 'w', PRESS
2024, 'w', RELEASE
2075, 'n', PRESS
2129, 'n', RELEASE
2220, Key.space, PRESS
2273, Key.space, RELEASE
2368, 'f', PRESS
2455, 'o', PRESS
2455, 'f', RELEASE
2517, 'o', RELEASE
2597, 'x', PRESS
2688, Key.space, PRESS
2713, 'x', RELEASE
2731, Key.space, RELEASE
3048, 'j', PRESS
3093, 'j', RELEASE
3157, 'u', PRESS
3211, 'u', RELEASE
3336, 'm', PRESS
3397, 'm', RELEASE
3502, 'p', PRESS
3503, 'o', PRESS
3547, 'p', RELEASE
3548, 'o', RELEASE
3586, 's', PRESS
3688, 's', RELEASE
3709, Key.space, PRESS
3755, Key.space, RELEASE
3895, 'o', PRESS
3940, 'o', RELEASE
4012, 'v', PRESS
4105, 'v', RELEASE
4198, 'e', PRESS
4308, 'e', RELEASE
4353, 'r', PRESS
4472, Key.space, PRESS
4473, 'r', RELEASE
4518, Key.space, RELEASE
4607, 't', PRESS
4677, 'h', PRESS
4723, 't', RELEASE
4754, 'h', RELEASE
4790, 'e', PRESS
4864, Key.space, PRESS
4914, 'e', RELEASE
4940, Key.space, RELEASE
5090, 'l', PRESS
5142, 'l', RELEASE
5175, 'a', PRESS
5260, 'a', RELEASE
5361, 'z', PRESS
5473, 'y', PRESS
5473, 'z', RELEASE
5510, 'y', RELEASE
5902, Key.space, PRESS
5956, Key.space, RELEASE
6071, 'd', PRESS
6148, 'd', RELEASE
6185, 'o', PRESS
6223, 'o', RELEASE
6323, 'g', PRESS
6441, 'g', RELEASE
7256, '.', PRESS
7295, '.', RELEASE
