0, Key.shift, PRESS
619, Key.shift, RELEASE
944, Key.shift, PRESS
1032, 'T', PRESS
1134, 'T', RELEASE
1171, Key.shift, RELEASE
1229, 'h', PRESS
1307, 'h', RELEASE
1398, 'e', PRESS
1468, 'e', RELEASE
1556, Key.space, PRESS
1642, Key.space, RELEASE
3357, 'q', PRESS
3427, 'q', RELEASE
3817, 'u', PRESS
3903, 'u', RELEASE
4077, 'i', PRESS
4140, 'i', RELEASE
4539, 'c', PRESS
4608, 'c', RELEASE
4637, 'k', PRESS
4772, Key.space, PRESS
4772, 'k', RELEASE
4835, Key.space, RELEASE
5969, 'b', PRESS
6047, 'b', RELEASE
6423, 'r', PRESS
6501, 'r', RELEASE
6517, 'o', PRESS
6588, 'o', RELEASE
6637, 'w', PRESS
6699, 'w', RELEASE
6777, 'n', PRESS
6866, Key.space, PRESS
6894, 'n', RELEASE
6959, Key.space, RELEASE
7632, 'f', PRESS
7680, 'o', PRESS
7700, 'f', RELEASE
7757, 'o', RELEASE
7885, 'x', PRESS
7989, Key.space, PRESS
7990, 'x', RELEASE
8043, Key.space, RELEASE
8424, 'j', PRESS
8509, 'j', RELEASE
8575, 'u', PRESS
8637, 'u', RELEASE
8733, 'm', PRESS
8811, 'm', RELEASE
8928, 'p', PRESS
9014, 'p', RELEASE
9035, 's', PRESS
9113, 's', RELEASE
9146, Key.space, PRESS
9233, Key.space, RELEASE
9315, 'o', PRESS
9401, 'o', RELEASE
9594, 'v', PRESS
9664, 'v', RELEASE
9693, 'e', PRESS
9770, 'e', RELEASE
9816, 'r', PRESS
9902, 'r', RELEASE
9951, Key.space, PRESS
10037, Key.space, RELEASE
10318, 't', PRESS
10394, 'h', PRESS
10394, 't', RELEASE
10449, 'h', RELEASE
10555, 'e', PRESS
10633, 'e', RELEASE
10656, Key.space, PRESS
10726, Key.space, RELEASE
10974, 'l', PRESS
11036, 'l', RELEASE
11322, 'a', PRESS
11407, 'a', RELEASE
11906, 'z', PRESS
11951, 'z', RELEASE
12022, 'y', PRESS
12119, Key.space, PRESS
12119, 'y', RELEASE
12213, Key.space, RELEASE
12715, 'd', PRESS
12810, 'o', PRESS
12831, 'd', RELEASE
12872, 'o', RELEASE
12990, 'g', PRESS
13051, 'g', RELEASE
13298, '.', PRESS
13359, '.', RELEASE
