0, Key.shift, PRESS
142, Key.shift, RELEASE
517, Key.shift, PRESS
637, 'T', PRESS
745, Key.shift, RELEASE
748, 'h', PRESS
748, 't', RELEASE
792, 'h', RELEASE
1073, 'e', PRESS
1169, Key.space, PRESS
1169, 'e', RELEASE
1254, Key.space, RELEASE
1401, 'q', PRESS
1502, 'q', RELEASE
1673, 'u', PRESS
1781, 'u', RELEASE
1880, 'i', PRESS
1957, 'i', RELEASE
2078, 'c', PRESS
2148, 'c', RELEASE
2302, 'k', PRESS
2419, Key.space, PRESS
2420, 'k', RELEASE
2490, Key.space, RELEASE
2718, 'b', PRESS
2804, 'b', RELEASE
2944, 'r', PRESS
3030, 'r', RELEASE
3070, 'o', PRESS
3147, 'o', RELEASE
3336, 'w', PRESS
3405, 'w', RELEASE
3476, 'n', PRESS
3564, Key.space, PRESS
3592, 'n', RELEASE
3664, Key.space, RELEASE
4360, 'f', PRESS
4445, 'o', PRESS
4445, 'f', RELEASE
4524, 'o', RELEASE
4584, 'x', PRESS
4642, Key.space, PRESS
4668, 'x', RELEASE
4734, Key.space, RELEASE
4883, 'j', PRESS
4951, 'j', RELEASE
5045, 'u', PRESS
5091, 'u', RELEASE
5251, 'm', PRESS
5321, 'm', RELEASE
5487, 'p', PRESS
5566, 'p', RELEASE
5695, 's', PRESS
5765, 's', RELEASE
5785, Key.space, PRESS
5854, Key.space, RELEASE
6058, 'o', PRESS
6136, 'o', RELEASE
6357, 'v', PRESS
6433, 'v', RELEASE
6434, 'e', PRESS
6511, 'e', RELEASE
6574, 'r', PRESS
6654, Key.space, PRESS
6682, 'r', RELEASE
6739, Key.space, RELEASE
6820, 't', PRESS
6905, 'h', PRESS
6906, 't', RELEASE
6968, 'h', RELEASE
7015, 'e', PRESS
7101, Key.space, PRESS
7101, 'e', RELEASE
7165, Key.space, RELEASE
7345, 'l', PRESS
7423, 'l', RELEASE
7472, 'a', PRESS
7550, 'a', RELEASE
7877, 'z', PRESS
7972, 'y', PRESS
7973, 'z', RELEASE
8058, 'y', RELEASE
8086, Key.space, PRESS
8171, Key.space, RELEASE
8352, 'd', PRESS
8432, 'o', PRESS
8484, 'd', RELEASE
8509, 'o', RELEASE
8608, 'g', PRESS
8693, 'g', RELEASE
9285, '.', PRESS
9340, '.', RELEASE
