0, Key.shift, PRESS
123, 'T', PRESS
227, Key.shift, RELEASE
229, 'h', PRESS
229, 't', RELEASE
316, 'h', RELEASE
1021, 'e', PRESS
1114, 'e', RELEASE
1141, Key.space, PRESS
1235, Key.space, RELEASE
1265, 'q', PRESS
1346, 'u', PRESS
1365, 'q', RELEASE
1414, 'u', RELEASE
1528, 'i', PRESS
1597, 'i', RELEASE
1619, 'c', PRESS
1689, 'c', RELEASE
1721, 'k', PRESS
1838, Key.space, PRESS
1838, 'k', RELEASE
1893, Key.space, RELEASE
2308, 'b', PRESS
2385, 'b', RELEASE
2514, 'r', PRESS
2584, 'r', RELEASE
2629, 'o', PRESS
2731, 'o', RELEASE
2804, 'w', PRESS
2881, 'w', RELEASE
2898, 'n', PRESS
2955, Key.space, PRESS
2991, 'n', RELEASE
3056, Key.space, RELEASE
3628, 'd', PRESS
3705, 'o', PRESS
3706, 'd', RELEASE
3809, 'o', RELEASE
4043, Key.backspace, PRESS
4543, Key.backspace, PRESS
4574, Key.backspace, PRESS
4603, Key.backspace, PRESS
4634, Key.backspace, PRESS
4664, Key.backspace, PRESS
4695, Key.backspace, PRESS
4725, Key.backspace, PRESS
4755, Key.backspace, PRESS
4785, Key.backspace, PRESS
4816, Key.backspace, PRESS
4847, Key.backspace, PRESS
4877, Key.backspace, PRESS
4907, Key.backspace, PRESS
4937, Key.backspace, PRESS
4968, Key.backspace, PRESS
4998, Key.backspace, PRESS
5029, Key.backspace, PRESS
5059, Key.backspace, PRESS
5091, Key.backspace, PRESS
5122, Key.backspace, PRESS
5152, Key.backspace, PRESS
5183, Key.backspace, PRESS
5212, Key.backspace, PRESS
5233, Key.backspace, RELEASE
23931, Key.caps_lock, PRESS
24231, Key.caps_lock, RELEASE
25021, 'r', PRESS
25115, 'r', RELEASE
25208, 'r', PRESS
25277, 'r', RELEASE
25394, 'r', PRESS
25448, 'r', RELEASE
