0, Key.shift, PRESS
137, 'T', PRESS
222, Key.shift, RELEASE
223, 't', RELEASE
241, 'h', PRESS
327, 'h', RELEASE
411, 'e', PRESS
481, 'e', RELEASE
818, Key.space, PRESS
879, Key.space, RELEASE
1170, 'q', PRESS
1263, 'q', RELEASE
1355, 'u', PRESS
1464, 'u', RELEASE
1555, 'i', PRESS
1632, 'i', RELEASE
1715, 'c', PRESS
1769, 'c', RELEASE
1878, 'k', PRESS
1981, 'k', RELEASE
2011, Key.space, PRESS
2098, Key.space, RELEASE
2362, 'b', PRESS
2416, 'b', RELEASE
2608, 'r', PRESS
2670, 'r', RELEASE
2732, 'o', PRESS
2817, 'o', RELEASE
2952, 'w', PRESS
3005, 'w', RELEASE
3037, 'n', PRESS
3147, Key.space, PRESS
3148, 'n', RELEASE
3235, Key.space, RELEASE
3938, 'f', PRESS
4017, 'o', PRESS
4017, 'f', RELEASE
4095, 'o', RELEASE
4191, 'x', PRESS
4249, Key.space, PRESS
4268, 'x', RELEASE
4310, Key.space, RELEASE
4544, 'j', PRESS
4622, 'j', RELEASE
4707, 'u', PRESS
4769, 'u', RELEASE
4885, 'm', PRESS
4970, 'm', RELEASE
5102, 'p', PRESS
5192, 'p', RELEASE
5193, 's', PRESS
5254, 's', RELEASE
5295, Key.space, PRESS
5349, Key.space, RELEASE
5428, 'o', PRESS
5513, 'o', RELEASE
5732, 'v', PRESS
5816, 'v', RELEASE
5817, 'e', PRESS
5910, 'e', RELEASE
5971, 'r', PRESS
6064, Key.space, PRESS
6065, 'r', RELEASE
6136, Key.space, RELEASE
6193, 't', PRESS
6264, 't', RELEASE
6279, 'h', PRESS
6349, 'h', RELEASE
6435, 'e', PRESS
6524, Key.space, PRESS
6524, 'e', RELEASE
6570, Key.space, RELEASE
6944, 'l', PRESS
7006, 'l', RELEASE
7415, 'a', PRESS
7493, 'a', RELEASE
7608, 'z', PRESS
7709, 'z', RELEASE
7887, 'u', PRESS
7941, 'u', RELEASE
8264, Key.backspace, PRESS
8350, Key.backspace, RELEASE
8402, 'y', PRESS
8456, 'y', RELEASE
8541, Key.space, PRESS
8595, Key.space, RELEASE
9023, 'd', PRESS
9100, 'd', RELEASE
9120, 'o', PRESS
9190, 'o', RELEASE
9341, 'g', PRESS
9411, 'g', RELEASE
9733, '.', PRESS
9795, '.', RELEASE
