0, Key.shift, PRESS
64, 'T', PRESS
164, Key.shift, RELEASE
166, 't', RELEASE
209, 'h', PRESS
303, 'h', RELEASE
331, 'e', PRESS
418, 'e', RELEASE
448, Key.space, PRESS
518, Key.space, RELEASE
743, 'q', PRESS
844, 'q', RELEASE
916, 'u', PRESS
1025, 'u', RELEASE
1104, 'i', PRESS
1174, 'i', RELEASE
1225, 'c', PRESS
1287, 'c', RELEASE
1310, 'k', PRESS
1405, Key.space, PRESS
1433, 'k', RELEASE
1489, Key.space, RELEASE
1799, 'b', PRESS
1877, 'b', RELEASE
2008, 'r', PRESS
2078, 'o', PRESS
2078, 'r', RELEASE
2148, 'o', RELEASE
2339, 'n', PRESS
2441, Key.space, PRESS
2441, 'n', RELEASE
2520, Key.space, RELEASE
