0, Key.shift, PRESS
82, 'T', PRESS
182, Key.shift, RELEASE
184, 'h', PRESS
184, 't', RELEASE
268, 'h', RELEASE
344, 'e', PRESS
430, Key.space, PRESS
431, 'e', RELEASE
478, Key.space, RELEASE
640, 'q', PRESS
720, 'u', PRESS
748, 'q', RELEASE
828, 'u', RELEASE
1528, 'i', PRESS
1605, 'i', RELEASE
1628, 'c', PRESS
1698, 'c', RELEASE
1724, 'k', PRESS
1804, Key.space, PRESS
1833, 'k', RELEASE
1889, Key.space, RELEASE
2085, 'b', PRESS
2154, 'b', RELEASE
2243, 'r', PRESS
2313, 'r', RELEASE
2344, 'o', PRESS
2414, 'o', RELEASE
2469, 'w', PRESS
2531, 'w', RELEASE
2574, 'n', PRESS
2662, Key.space, PRESS
2698, 'n', RELEASE
2763, Key.space, RELEASE
3220, 'd', PRESS
3282, 'd', RELEASE
3514, Key.backspace, PRESS
3607, Key.backspace, RELEASE
3650, 'f', PRESS
3704, 'f', RELEASE
3733, 'o', PRESS
3851, 'o', RELEASE
3934, 'x', PRESS
3992, Key.space, PRESS
4011, 'x', RELEASE
4061, Key.space, RELEASE
4373, 'j', PRESS
4475, 'j', RELEASE
4547, 'u', PRESS
4616, 'u', RELEASE
4758, 'm', PRESS
4820, 'm', RELEASE
4950, 'p', PRESS
5011, 'p', RELEASE
5047, 's', PRESS
5117, Key.space, PRESS
5117, 's', RELEASE
5190, Key.space, RELEASE
5264, 'o', PRESS
5343, 'o', RELEASE
5390, 'v', PRESS
5468, 'v', RELEASE
5594, 'e', PRESS
5671, 'e', RELEASE
5740, 'r', PRESS
5828, Key.space, PRESS
5828, 'r', RELEASE
5906, Key.space, RELEASE
6023, 't', PRESS
6092, 'h', PRESS
6093, 't', RELEASE
6163, 'h', RELEASE
6219, 'e', PRESS
6276, Key.space, PRESS
6294, 'e', RELEASE
6328, Key.space, RELEASE
6499, 'l', PRESS
6576, 'l', RELEASE
6660, 'a', PRESS
6738, 'a', RELEASE
6888, 'z', PRESS
6950, 'z', RELEASE
7304, 'y', PRESS
7389, 'y', RELEASE
7416, Key.space, PRESS
7478, Key.space, RELEASE
7686, 'd', PRESS
7733, 'o', PRESS
7769, 'd', RELEASE
7826, 'o', RELEASE
7975, 'g', PRESS
8036, 'g', RELEASE
8093, '.', PRESS
8179, '.', RELEASE
