0, Key.shift, PRESS
73, 'T', PRESS
157, Key.shift, RELEASE
159, 't', RELEASE
179, 'h', PRESS
265, 'h', RELEASE
337, 'e', PRESS
425, Key.space, PRESS
426, 'e', RELEASE
496, Key.space, RELEASE
818, 'q', PRESS
911, 'u', PRESS
911, 'q', RELEASE
974, 'u', RELEASE
1066, 'i', PRESS
1143, 'i', RELEASE
1271, 'c', PRESS
1341, 'c', RELEASE
1407, 'k', PRESS
1540, Key.space, PRESS
1540, 'k', RELEASE
1611, Key.space, RELEASE
1929, 'b', PRESS
1998, 'b', RELEASE
2173, 'r', PRESS
2244, 'r', RELEASE
2303, 'o', PRESS
2373, 'o', RELEASE
2505, 'w', PRESS
2566, 'w', RELEASE
2598, 'n', PRESS
2670, Key.space, PRESS
2706, 'n', RELEASE
2770, Key.space, RELEASE
3273, 'f', PRESS
3358, 'f', RELEASE
3376, 'o', PRESS
3453, 'o', RELEASE
3526, 'x', PRESS
3614, Key.space, PRESS
3615, 'x', RELEASE
3692, Key.space, RELEASE
3874, 'j', PRESS
3950, 'j', RELEASE
4033, 'u', PRESS
4103, 'u', RELEASE
4212, 'm', PRESS
4290, 'm', RELEASE
4403, 'p', PRESS
4473, 'p', RELEASE
4533, 's', PRESS
4602, 's', RELEASE
4622, Key.space, PRESS
4685, Key.space, RELEASE
4760, 'o', PRESS
4830, 'o', RELEASE
4938, 'v', PRESS
5023, 'v', RELEASE
5146, 'e', PRESS
5231, 'e', RELEASE
5316, 'r', PRESS
5393, 'r', RELEASE
5427, Key.space, PRESS
5514, Key.space, RELEASE
5579, 't', PRESS
5633, 't', RELEASE
5665, 'h', PRESS
5742, 'h', RELEASE
5774, 'e', PRESS
5836, 'e', RELEASE
5875, Key.space, PRESS
5945, Key.space, RELEASE
6173, 'l', PRESS
6242, 'l', RELEASE
6351, 'a', PRESS
6420, 'a', RELEASE
6537, 'z', PRESS
6598, 'z', RELEASE
7000, 'y', PRESS
7077, 'y', RELEASE
7118, Key.space, PRESS
7179, Key.space, RELEASE
7414, 'd', PRESS
7507, 'o', PRESS
7507, 'd', RELEASE
7595, 'o', RELEASE
7716, 'g', PRESS
7770, 'g', RELEASE
8390, '.', PRESS
8444, '.', RELEASE
