0, Key.shift, PRESS
113, 'T', PRESS
164, Key.shift, RELEASE
197, 't', RELEASE
260, 'h', PRESS
345, 'h', RELEASE
396, 'e', PRESS
465, Key.space, PRESS
466, 'e', RELEASE
523, Key.space, RELEASE
638, 'q', PRESS
724, 'q', RELEASE
750, 'u', PRESS
852, 'u', RELEASE
1159, 'i', PRESS
1252, 'i', RELEASE
1659, 'c', PRESS
1745, 'k', PRESS
1745, 'c', RELEASE
1824, Key.space, PRESS
1824, 'k', RELEASE
1927, Key.space, RELEASE
2838, 'b', PRESS
2914, 'b', RELEASE
3043, 'o', PRESS
3105, 'o', RELEASE
3372, Key.backspace, PRESS
3458, Key.backspace, RELEASE
