0, Key.shift, PRESS
280, 'T', PRESS
331, Key.shift, RELEASE
364, 'h', PRESS
364, 't', RELEASE
450, 'h', RELEASE
540, 'e', PRESS
629, Key.space, PRESS
629, 'e', RELEASE
682, Key.space, RELEASE
1298, 'q', PRESS
1378, 'u', PRESS
1406, 'q', RELEASE
1463, 'u', RELEASE
1550, 'i', PRESS
1620, 'i', RELEASE
1655, 'c', PRESS
1733, 'c', RELEASE
1787, 'k', PRESS
1904, Key.space, PRESS
1904, 'k', RELEASE
1966, Key.space, RELEASE
2280, 'b', PRESS
2349, 'b', RELEASE
2502, 'r', PRESS
2564, 'r', RELEASE
2609, 'o', PRESS
2686, 'o', RELEASE
2776, 'w', PRESS
2846, 'w', RELEASE
2872, 'n', PRESS
2935, Key.space, PRESS
2963, 'n', RELEASE
3027, Key.space, RELEASE
3711, 'f', PRESS
3782, 'o', PRESS
3782, 'f', RELEASE
3884, 'o', RELEASE
3923, 'x', PRESS
3993, 'x', RELEASE
4012, Key.space, PRESS
4098, Key.space, RELEASE
4258, 'j', PRESS
4328, 'j', RELEASE
4406, 'u', PRESS
4460, 'u', RELEASE
4580, 'm', PRESS
4650, 'm', RELEASE
4770, 'p', PRESS
4852, 'p', RELEASE
4853, 's', PRESS
4923, 's', RELEASE
4958, Key.space, PRESS
5037, Key.space, RELEASE
5080, 'o', PRESS
5173, 'o', RELEASE
5233, 'v', PRESS
5302, 'v', RELEASE
5433, 'e', PRESS
5511, 'e', RELEASE
5609, 'r', PRESS
5703, 'r', RELEASE
5758, Key.space, PRESS
5835, Key.space, RELEASE
5924, 't', PRESS
5994, 'h', PRESS
5994, 't', RELEASE
6080, 'h', RELEASE
6117, 'e', PRESS
6183, Key.space, PRESS
6201, 'e', RELEASE
6244, Key.space, RELEASE
6399, 'l', PRESS
6477, 'l', RELEASE
6526, 'a', PRESS
6596, 'a', RELEASE
6729, 'z', PRESS
6798, 'z', RELEASE
7410, 'y', PRESS
7487, 'y', RELEASE
7515, Key.space, PRESS
7593, Key.space, RELEASE
7725, 'd', PRESS
7811, 'o', PRESS
7811, 'd', RELEASE
7882, 'o', RELEASE
8020, 'g', PRESS
8081, 'g', RELEASE
8331, '.', PRESS
8401, '.', RELEASE
