0, Key.shift, PRESS
81, 'T', PRESS
191, Key.shift, RELEASE
192, 't', RELEASE
372, 'h', PRESS
449, 'h', RELEASE
500, 'e', PRESS
578, 'e', RELEASE
598, Key.space, PRESS
675, Key.space, RELEASE
961, 'q', PRESS
1070, 'q', RELEASE
1107, 'u', PRESS
1184, 'u', RELEASE
1298, 'i', PRESS
1375, 'i', RELEASE
1439, 'c', PRESS
1509, 'c', RELEASE
1573, 'k', PRESS
1691, Key.space, PRESS
1692, 'k', RELEASE
1769, Key.space, RELEASE
2014, 'b', PRESS
2085, 'b', RELEASE
2280, 'r', PRESS
2350, 'r', RELEASE
2387, 'o', PRESS
2465, 'o', RELEASE
2548, 'w', PRESS
2610, 'w', RELEASE
2662, 'n', PRESS
2734, Key.space, PRESS
2762, 'n', RELEASE
2835, Key.space, RELEASE
3368, 'f', PRESS
3447, 'o', PRESS
3447, 'f', RELEASE
3556, 'o', RELEASE
3635, 'x', PRESS
3725, Key.space, PRESS
3725, 'x', RELEASE
3794, Key.space, RELEASE
4062, 'j', PRESS
4132, 'j', RELEASE
4213, 'u', PRESS
4274, 'u', RELEASE
4383, 'm', PRESS
4469, 'm', RELEASE
4587, 'p', PRESS
4656, 'p', RELEASE
4714, 's', PRESS
4798, Key.space, PRESS
4798, 's', RELEASE
4855, Key.space, RELEASE
5150, 'o', PRESS
5242, 'o', RELEASE
5243, 'v', PRESS
5312, 'v', RELEASE
5447, 'e', PRESS
5525, 'e', RELEASE
5606, 'r', PRESS
5683, 'r', RELEASE
5707, Key.space, PRESS
5785, Key.space, RELEASE
5868, 't', PRESS
5922, 't', RELEASE
5941, 'h', PRESS
6018, 'h', RELEASE
6071, 'e', PRESS
6155, Key.space, PRESS
6156, 'e', RELEASE
6212, Key.space, RELEASE
6359, 'l', PRESS
6437, 'l', RELEASE
6457, 'a', PRESS
6551, 'a', RELEASE
6774, 'z', PRESS
6859, 'z', RELEASE
7569, 'y', PRESS
7663, 'y', RELEASE
7723, Key.space, PRESS
7808, Key.space, RELEASE
7966, 'd', PRESS
8022, 'o', PRESS
8050, 'd', RELEASE
8099, 'o', RELEASE
8284, 'g', PRESS
8362, 'g', RELEASE
8943, '.', PRESS
9037, '.', RELEASE
