0, Key.shift, PRESS
112, 'T', PRESS
221, Key.shift, RELEASE
222, 't', RELEASE
317, 'h', PRESS
387, 'h', RELEASE
534, 'e', PRESS
613, 'e', RELEASE
631, Key.space, PRESS
685, Key.space, RELEASE
897, 'q', PRESS
983, 'q', RELEASE
1308, 'u', PRESS
1395, 'u', RELEASE
1478, 'i', PRESS
1556, 'i', RELEASE
1668, 'c', PRESS
1738, 'c', RELEASE
1862, 'k', PRESS
1940, 'k', RELEASE
2002, Key.space, PRESS
2080, Key.space, RELEASE
2288, 'b', PRESS
2365, 'b', RELEASE
2513, 'r', PRESS
2582, 'r', RELEASE
2615, 'o', PRESS
2702, 'o', RELEASE
2785, 'w', PRESS
2855, 'w', RELEASE
2924, 'n', PRESS
3005, Key.space, PRESS
3033, 'n', RELEASE
3105, Key.space, RELEASE
4099, 'f', PRESS
4169, 'f', RELEASE
4227, 'o', PRESS
4360, 'o', RELEASE
4451, 'x', PRESS
4505, 'x', RELEASE
4552, Key.space, PRESS
4614, Key.space, RELEASE
5000, 'j', PRESS
5093, 'j', RELEASE
5159, 'u', PRESS
5213, 'u', RELEASE
5348, 'm', PRESS
5410, 'm', RELEASE
5557, 'p', PRESS
5627, 'p', RELEASE
5804, 's', PRESS
5901, Key.space, PRESS
5901, 's', RELEASE
5963, Key.space, RELEASE
6302, 'o', PRESS
6379, 'o', RELEASE
6586, 'v', PRESS
6647, 'e', PRESS
6670, 'v', RELEASE
6740, 'e', RELEASE
6813, 'r', PRESS
6870, Key.space, PRESS
6889, 'r', RELEASE
6954, Key.space, RELEASE
7033, 't', PRESS
7094, 't', RELEASE
7110, 'h', PRESS
7188, 'h', RELEASE
7291, 'e', PRESS
7372, Key.space, PRESS
7372, 'e', RELEASE
7434, Key.space, RELEASE
7745, 'l', PRESS
7813, 'l', RELEASE
8022, 'a', PRESS
8100, 'a', RELEASE
8494, 'z', PRESS
8572, 'z', RELEASE
8630, 'y', PRESS
8708, 'y', RELEASE
8748, Key.space, PRESS
8818, Key.space, RELEASE
9042, 'd', PRESS
9104, 'd', RELEASE
9287, 'o', PRESS
9348, 'o', RELEASE
9659, 'g', PRESS
9721, 'g', RELEASE
10034, '.', PRESS
10080, '.', RELEASE
