0, Key.shift, PRESS
90, 'T', PRESS
171, Key.shift, RELEASE
173, 't', RELEASE
191, 'h', PRESS
284, 'h', RELEASE
336, 'e', PRESS
433, Key.space, PRESS
433, 'e', RELEASE
486, Key.space, RELEASE
672, 'q', PRESS
745, 'u', PRESS
765, 'q', RELEASE
829, 'u', RELEASE
940, 'i', PRESS
1009, 'i', RELEASE
1265, 'c', PRESS
1341, 'c', RELEASE
1390, 'k', PRESS
1500, Key.space, PRESS
1500, 'k', RELEASE
1571, Key.space, RELEASE
2073, 'b', PRESS
2159, 'b', RELEASE
2292, 'r', PRESS
2362, 'r', RELEASE
2523, 'o', PRESS
2608, 'o', RELEASE
2712, 'w', PRESS
2773, 'w', RELEASE
2835, 'n', PRESS
2960, Key.space, PRESS
2960, 'n', RELEASE
3048, Key.space, RELEASE
3447, 'f', PRESS
3526, 'o', PRESS
3526, 'f', RELEASE
3611, 'o', RELEASE
3708, 'x', PRESS
3766, 'x', RELEASE
3865, Key.space, PRESS
3967, Key.space, RELEASE
4356, 'h', PRESS
4377, 'h', RELEASE
