0, Key.shift, PRESS
89, 'T', PRESS
173, Key.shift, RELEASE
176, 'h', PRESS
176, 't', RELEASE
228, 'h', RELEASE
323, 'e', PRESS
411, Key.space, PRESS
412, 'e', RELEASE
473, Key.space, RELEASE
684, 'q', PRESS
793, 'u', PRESS
793, 'q', RELEASE
905, 'u', RELEASE
1397, 'i', PRESS
1491, 'i', RELEASE
1515, 'c', PRESS
1585, 'c', RELEASE
1620, 'k', PRESS
1745, Key.space, PRESS
1745, 'k', RELEASE
1816, Key.space, RELEASE
2101, 'b', PRESS
2171, 'b', RELEASE
2328, 'r', PRESS
2398, 'r', RELEASE
2437, 'o', PRESS
2515, 'o', RELEASE
2614, 'w', PRESS
2709, 'n', PRESS
2709, 'w', RELEASE
2797, Key.space, PRESS
2825, 'n', RELEASE
2898, Key.space, RELEASE
3319, 'f', PRESS
3398, 'o', PRESS
3398, 'f', RELEASE
3476, 'o', RELEASE
3561, 'x', PRESS
3646, Key.space, PRESS
3646, 'x', RELEASE
3727, Key.space, RELEASE
3879, 'j', PRESS
3956, 'j', RELEASE
4039, 'u', PRESS
4101, 'u', RELEASE
4235, 'm', PRESS
4304, 'm', RELEASE
4446, 'p', PRESS
4516, 'p', RELEASE
4560, 's', PRESS
4653, Key.space, PRESS
4654, 's', RELEASE
4710, Key.space, RELEASE
4884, 'o', PRESS
5015, 'o', RELEASE
5016, 'v', PRESS
5093, 'v', RELEASE
5232, 'e', PRESS
5294, 'e', RELEASE
5395, 'r', PRESS
5480, 'r', RELEASE
5535, Key.space, PRESS
5621, Key.space, RELEASE
5700, 't', PRESS
5754, 't', RELEASE
5776, 'h', PRESS
5853, 'h', RELEASE
5902, 'e', PRESS
5987, Key.space, PRESS
5988, 'e', RELEASE
6036, Key.space, RELEASE
6227, 'l', PRESS
6288, 'l', RELEASE
6359, 'a', PRESS
6437, 'a', RELEASE
7162, 'z', PRESS
7240, 'y', PRESS
7240, 'z', RELEASE
7303, 'y', RELEASE
7340, Key.space, PRESS
7402, Key.space, RELEASE
7658, 'd', PRESS
7752, 'd', RELEASE
7802, 'o', PRESS
7888, 'o', RELEASE
8001, 'g', PRESS
8063, 'g', RELEASE
8659, '.', PRESS
8721, '.', RELEASE
