0, Key.shift, PRESS
82, 'T', PRESS
149, Key.shift, RELEASE
174, 't', RELEASE
207, 'h', PRESS
293, 'h', RELEASE
342, 'e', PRESS
419, 'e', RELEASE
782, Key.space, PRESS
836, Key.space, RELEASE
989, 'q', PRESS
1116, 'u', PRESS
1116, 'q', RELEASE
1201, 'u', RELEASE
1319, 'i', PRESS
1389, 'i', RELEASE
1483, 'c', PRESS
1554, 'c', RELEASE
1595, 'k', PRESS
1682, Key.space, PRESS
1702, 'k', RELEASE
1759, Key.space, RELEASE
1965, 'b', PRESS
2034, 'b', RELEASE
2107, 'r', PRESS
2177, 'r', RELEASE
2221, 'o', PRESS
2291, 'o', RELEASE
2372, 'w', PRESS
2434, 'w', RELEASE
2479, 'n', PRESS
2543, Key.space, PRESS
2571, 'n', RELEASE
2636, Key.space, RELEASE
3135, 'f', PRESS
3213, 'o', PRESS
3214, 'f', RELEASE
3291, 'o', RELEASE
3355, 'x', PRESS
3444, Key.space, PRESS
3444, 'x', RELEASE
3529, Key.space, RELEASE
3634, 'j', PRESS
3721, 'j', RELEASE
3797, 'u', PRESS
3858, 'u', RELEASE
3966, 'm', PRESS
4027, 'm', RELEASE
4183, 'p', PRESS
4253, 'p', RELEASE
4282, 's', PRESS
4343, 's', RELEASE
4405, Key.space, PRESS
4483, Key.space, RELEASE
4996, 'o', PRESS
5082, 'o', RELEASE
5133, 'v', PRESS
5187, 'v', RELEASE
5321, 'e', PRESS
5391, 'e', RELEASE
5468, 'r', PRESS
5517, Key.space, PRESS
5544, 'r', RELEASE
5594, Key.space, RELEASE
5686, 't', PRESS
5747, 'h', PRESS
5747, 't', RELEASE
5833, 'h', RELEASE
5862, 'e', PRESS
5926, Key.space, PRESS
5945, 'e', RELEASE
5979, Key.space, RELEASE
6141, 'l', PRESS
6211, 'l', RELEASE
6234, 'a', PRESS
6305, 'a', RELEASE
6645, 'z', PRESS
6725, 'y', PRESS
6725, 'z', RELEASE
6802, 'y', RELEASE
6827, Key.space, PRESS
6888, Key.space, RELEASE
7734, 'd', PRESS
7807, 'o', PRESS
7826, 'd', RELEASE
7867, 'o', RELEASE
7966, 'g', PRESS
8020, 'g', RELEASE
8283, '.', PRESS
8344, '.', RELEASE
