0, Key.shift, PRESS
145, 'T', PRESS
221, Key.shift, RELEASE
223, 't', RELEASE
260, 'h', PRESS
370, 'h', RELEASE
418, 'e', PRESS
507, Key.space, PRESS
508, 'e', RELEASE
561, Key.space, RELEASE
706, 'q', PRESS
815, 'q', RELEASE
832, 'u', PRESS
926, 'u', RELEASE
1024, 'i', PRESS
1101, 'i', RELEASE
1186, 'c', PRESS
1247, 'c', RELEASE
1577, 'k', PRESS
1672, Key.space, PRESS
1672, 'k', RELEASE
1742, Key.space, RELEASE
2024, 'b', PRESS
2094, 'b', RELEASE
2244, 'r', PRESS
2313, 'r', RELEASE
2337, 'o', PRESS
2415, 'o', RELEASE
2503, 'w', PRESS
2581, 'n', PRESS
2582, 'w', RELEASE
2654, Key.space, PRESS
2681, 'n', RELEASE
2738, Key.space, RELEASE
4757, 'f', PRESS
4827, 'f', RELEASE
4845, 'o', PRESS
4939, 'o', RELEASE
4981, 'x', PRESS
5043, Key.space, PRESS
5043, 'x', RELEASE
5108, Key.space, RELEASE
5237, 'j', PRESS
5314, 'j', RELEASE
5402, 'u', PRESS
5448, 'u', RELEASE
5564, 'm', PRESS
5641, 'm', RELEASE
5766, 'p', PRESS
5836, 'p', RELEASE
5859, 's', PRESS
5921, 's', RELEASE
5980, Key.space, PRESS
6144, Key.space, RELEASE
6245, 'o', PRESS
6339, 'o', RELEASE
6366, 'v', PRESS
6428, 'v', RELEASE
6547, 'e', PRESS
6617, 'e', RELEASE
6694, 'r', PRESS
6782, Key.space, PRESS
6782, 'r', RELEASE
6860, Key.space, RELEASE
6945, 't', PRESS
7015, 'h', PRESS
7015, 't', RELEASE
7109, 'h', RELEASE
7160, 'e', PRESS
7202, Key.space, PRESS
7245, 'e', RELEASE
7263, Key.space, RELEASE
7462, 'k', PRESS
7540, 'k', RELEASE
7589, 'a', PRESS
7683, 'a', RELEASE
