0, Key.shift, PRESS
128, 'T', PRESS
188, Key.shift, RELEASE
213, 't', RELEASE
275, 'h', PRESS
432, 'h', RELEASE
512, 'e', PRESS
575, 'e', RELEASE
698, Key.space, PRESS
776, Key.space, RELEASE
1328, 'q', PRESS
1430, 'q', RELEASE
1568, 'u', PRESS
1662, 'u', RELEASE
1758, 'i', PRESS
1828, 'i', RELEASE
1918, 'c', PRESS
1980, 'c', RELEASE
2130, 'k', PRESS
2224, 'k', RELEASE
2256, Key.space, PRESS
2334, Key.space, RELEASE
2563, 'b', PRESS
2624, 'b', RELEASE
2732, 'r', PRESS
2802, 'r', RELEASE
2870, 'o', PRESS
2958, 'o', RELEASE
3019, 'w', PRESS
3089, 'w', RELEASE
3147, 'n', PRESS
3232, Key.space, PRESS
3233, 'n', RELEASE
3297, Key.space, RELEASE
3857, 's', PRESS
3902, 's', RELEASE
4747, Key.backspace, PRESS
4800, Key.backspace, RELEASE
4947, 'f', PRESS
5001, 'f', RELEASE
5380, 'o', PRESS
5449, 'o', RELEASE
5609, 'x', PRESS
5671, 'x', RELEASE
5710, Key.space, PRESS
5755, Key.space, RELEASE
6056, 'j', PRESS
6141, 'j', RELEASE
6203, 'u', PRESS
6265, 'u', RELEASE
6388, 'm', PRESS
6459, 'm', RELEASE
6596, 'p', PRESS
6666, 'p', RELEASE
6695, 's', PRESS
6772, 's', RELEASE
6792, Key.space, PRESS
6853, Key.space, RELEASE
8101, 'o', PRESS
8179, 'o', RELEASE
8378, 'v', PRESS
8448, 'v', RELEASE
8478, 'e', PRESS
8532, 'e', RELEASE
8603, 'r', PRESS
8680, Key.space, PRESS
8680, 'r', RELEASE
8728, Key.space, RELEASE
9050, 't', PRESS
9136, 't', RELEASE
9161, 'h', PRESS
9239, 'h', RELEASE
9335, 'e', PRESS
9397, 'e', RELEASE
9470, Key.space, PRESS
9547, Key.space, RELEASE
10407, 'l', PRESS
10501, 'l', RELEASE
10549, 'a', PRESS
10619, 'a', RELEASE
11176, 'z', PRESS
11264, 'y', PRESS
11264, 'z', RELEASE
11334, 'y', RELEASE
11359, Key.space, PRESS
11421, Key.space, RELEASE
11644, 'd', PRESS
11714, 'd', RELEASE
11904, 'o', PRESS
11974, 'o', RELEASE
12307, 'g', PRESS
12369, 'g', RELEASE
12620, '.', PRESS
12683, '.', RELEASE
