0, Key.shift, PRESS
89, 'T', PRESS
148, Key.shift, RELEASE
197, 'h', PRESS
198, 't', RELEASE
283, 'h', RELEASE
340, 'e', PRESS
417, Key.space, PRESS
418, 'e', RELEASE
466, Key.space, RELEASE
639, 'q', PRESS
719, 'u', PRESS
739, 'q', RELEASE
804, 'u', RELEASE
903, 'i', PRESS
973, 'i', RELEASE
1003, 'c', PRESS
1080, 'c', RELEASE
1150, 'k', PRESS
1243, 'k', RELEASE
1261, Key.space, PRESS
1347, Key.space, RELEASE
1995, 'b', PRESS
2064, 'b', RELEASE
2209, 'r', PRESS
2271, 'r', RELEASE
2359, 'o', PRESS
2429, 'o', RELEASE
2675, 'w', PRESS
2736, 'w', RELEASE
2778, 'n', PRESS
2879, Key.space, PRESS
2880, 'n', RELEASE
2958, Key.space, RELEASE
3679, 'f', PRESS
3767, 'o', PRESS
3767, 'f', RELEASE
3836, 'o', RELEASE
3920, 'x', PRESS
4005, Key.space, PRESS
4006, 'x', RELEASE
4094, Key.space, RELEASE
4225, 'j', PRESS
4287, 'j', RELEASE
4366, 'u', PRESS
4459, 'u', RELEASE
4581, 'm', PRESS
4659, 'm', RELEASE
4764, 'p', PRESS
4818, 'p', RELEASE
4884, 's', PRESS
4962, Key.space, PRESS
4962, 's', RELEASE
5028, Key.space, RELEASE
5257, 'o', PRESS
5350, 'o', RELEASE
5661, 'v', PRESS
5737, 'v', RELEASE
5738, 'e', PRESS
5823, 'e', RELEASE
5871, 'r', PRESS
5948, 'r', RELEASE
5973, Key.space, PRESS
6035, Key.space, RELEASE
6143, 't', PRESS
6213, 'h', PRESS
6213, 't', RELEASE
6283, 'h', RELEASE
6336, 'e', PRESS
6414, Key.space, PRESS
6414, 'e', RELEASE
6471, Key.space, RELEASE
6648, 'l', PRESS
6718, 'l', RELEASE
6748, 'a', PRESS
6826, 'a', RELEASE
6936, 'z', PRESS
6988, 'z', RELEASE
7104, 'y', PRESS
7174, 'y', RELEASE
7202, Key.space, PRESS
7279, Key.space, RELEASE
7544, 'd', PRESS
7638, 'o', PRESS
7638, 'd', RELEASE
7709, 'o', RELEASE
7832, 'g', PRESS
7893, 'g', RELEASE
8112, '.', PRESS
8173, '.', RELEASE
