0, Key.shift, PRESS
99, 'T', PRESS
198, Key.shift, RELEASE
200, 'h', PRESS
201, 't', RELEASE
268, 'h', RELEASE
389, 'e', PRESS
415, Key.space, PRESS
457, 'e', RELEASE
491, Key.space, RELEASE
1068, 'q', PRESS
1153, 'q', RELEASE
1190, 'u', PRESS
1277, 'u', RELEASE
1366, 'i', PRESS
1436, 'i', RELEASE
1521, 'c', PRESS
1591, 'c', RELEASE
1614, 'k', PRESS
1723, Key.space, PRESS
1724, 'k', RELEASE
1794, Key.space, RELEASE
2072, 'b', PRESS
2133, 'b', RELEASE
2292, 'r', PRESS
2361, 'r', RELEASE
2409, 'o', PRESS
2479, 'o', RELEASE
2582, 'w', PRESS
2636, 'w', RELEASE
2689, 'n', PRESS
2781, Key.space, PRESS
2782, 'n', RELEASE
2869, Key.space, RELEASE
3682, 'f', PRESS
3751, 'f', RELEASE
3798, 'o', PRESS
3906, 'o', RELEASE
3944, 'x', PRESS
4006, 'x', RELEASE
4026, Key.space, PRESS
4112, Key.space, RELEASE
4335, 'j', PRESS
4436, 'j', RELEASE
4499, 'u', PRESS
4553, 'u', RELEASE
4681, 'm', PRESS
4741, 'm', RELEASE
4865, 'p', PRESS
4925, 'p', RELEASE
4967, 's', PRESS
5036, 's', RELEASE
5062, Key.space, PRESS
5115, Key.space, RELEASE
5214, 'o', PRESS
5299, 'o', RELEASE
5369, 'v', PRESS
5439, 'v', RELEASE
5581, 'e', PRESS
5651, 'e', RELEASE
5727, 'r', PRESS
5820, Key.space, PRESS
5821, 'r', RELEASE
5892, Key.space, RELEASE
6013, 't', PRESS
6075, 'h', PRESS
6075, 't', RELEASE
6145, 'h', RELEASE
6213, 'e', PRESS
6290, 'e', RELEASE
6311, Key.space, PRESS
6365, Key.space, RELEASE
6640, 'l', PRESS
6718, 'l', RELEASE
6743, 'a', PRESS
6821, 'a', RELEASE
7089, 'z', PRESS
7143, 'z', RELEASE
7409, 'y', PRESS
7477, 'y', RELEASE
7508, Key.space, PRESS
7586, Key.space, RELEASE
7748, 'd', PRESS
7849, 'o', PRESS
7849, 'd', RELEASE
7905, 'o', RELEASE
8042, 'g', PRESS
8112, 'g', RELEASE
8351, '.', PRESS
8437, '.', RELEASE
