0, Key.shift, PRESS
81, 'T', PRESS
155, Key.shift, RELEASE
173, 't', RELEASE
197, 'h', PRESS
283, 'h', RELEASE
353, 'e', PRESS
423, 'e', RELEASE
465, Key.space, PRESS
512, Key.space, RELEASE
1409, 'q', PRESS
1493, 'q', RELEASE
1570, 'u', PRESS
1656, 'u', RELEASE
1741, 'i', PRESS
1811, 'i', RELEASE
1909, 'c', PRESS
1979, 'c', RELEASE
2006, 'k', PRESS
2093, Key.space, PRESS
2114, 'k', RELEASE
2178, Key.space, RELEASE
2601, 'b', PRESS
2672, 'b', RELEASE
2815, 'r', PRESS
2885, 'r', RELEASE
2916, 'o', PRESS
3002, 'o', RELEASE
3078, 'w', PRESS
3140, 'w', RELEASE
3205, 'n', PRESS
3326, Key.space, PRESS
3345, 'n', RELEASE
3425, Key.space, RELEASE
4074, 'f', PRESS
4135, 'f', RELEASE
4151, 'o', PRESS
4222, 'o', RELEASE
4299, 'x', PRESS
4368, 'x', RELEASE
4389, Key.space, PRESS
4459, Key.space, RELEASE
4666, 'j', PRESS
4792, 'j', RELEASE
4898, 'u', PRESS
4968, 'u', RELEASE
5102, 'm', PRESS
5172, 'm', RELEASE
5357, 'p', PRESS
5443, 'p', RELEASE
5552, 's', PRESS
5621, 's', RELEASE
5651, Key.space, PRESS
5705, Key.space, RELEASE
6166, 'o', PRESS
6237, 'o', RELEASE
6304, 'v', PRESS
6398, 'v', RELEASE
6526, 'e', PRESS
6595, 'e', RELEASE
6662, 'r', PRESS
6747, 'r', RELEASE
6769, Key.space, PRESS
6846, Key.space, RELEASE
6944, 't', PRESS
7014, 'h', PRESS
7014, 't', RELEASE
7084, 'h', RELEASE
7146, 'e', PRESS
7208, 'e', RELEASE
7227, Key.space, PRESS
7280, Key.space, RELEASE
7505, 'l', PRESS
7583, 'l', RELEASE
7649, 'a', PRESS
7718, 'a', RELEASE
7833, 'z', PRESS
7896, 'z', RELEASE
8269, 'y', PRESS
8363, 'y', RELEASE
8453, Key.space, PRESS
8529, Key.space, RELEASE
8698, 'd', PRESS
8768, 'd', RELEASE
8818, 'o', PRESS
8920, 'o', RELEASE
9213, 'g', PRESS
9282, 'g', RELEASE
9499, '.', PRESS
9576, '.', RELEASE
