0, Key.shift, PRESS
97, 'T', PRESS
189, Key.shift, RELEASE
191, 'h', PRESS
191, 't', RELEASE
267, 'h', RELEASE
346, 'e', PRESS
440, 'e', RELEASE
758, Key.space, PRESS
811, Key.space, RELEASE
957, 'q', PRESS
1092, 'u', PRESS
1093, 'q', RELEASE
1146, 'u', RELEASE
1256, 'i', PRESS
1334, 'i', RELEASE
1432, 'c', PRESS
1501, 'c', RELEASE
1547, 'k', PRESS
1626, 'k', RELEASE
1643, Key.space, PRESS
1720, Key.space, RELEASE
2286, 'b', PRESS
2347, 'b', RELEASE
2511, 'r', PRESS
2581, 'r', RELEASE
2644, 'o', PRESS
2721, 'o', RELEASE
2813, 'w', PRESS
2881, 'w', RELEASE
2930, 'n', PRESS
2995, Key.space, PRESS
3022, 'n', RELEASE
3088, Key.space, RELEASE
3537, 'f', PRESS
3632, 'o', PRESS
3632, 'f', RELEASE
3702, 'o', RELEASE
3775, 'x', PRESS
3818, Key.space, PRESS
3860, 'x', RELEASE
3911, Key.space, RELEASE
4039, 'j', PRESS
4109, 'j', RELEASE
4194, 'u', PRESS
4232, 'u', RELEASE
4381, 'm', PRESS
4451, 'm', RELEASE
4567, 'p', PRESS
4629, 'p', RELEASE
4689, 's', PRESS
4750, 's', RELEASE
4771, Key.space, PRESS
4857, Key.space, RELEASE
4981, 'o', PRESS
5091, 'o', RELEASE
5121, 'v', PRESS
5192, 'v', RELEASE
5321, 'e', PRESS
5390, 'e', RELEASE
5463, 'r', PRESS
5565, Key.space, PRESS
5565, 'r', RELEASE
5613, Key.space, RELEASE
5706, 't', PRESS
5783, 'h', PRESS
5783, 't', RELEASE
5846, 'h', RELEASE
5894, 'e', PRESS
5971, Key.space, PRESS
5972, 'e', RELEASE
6036, Key.space, RELEASE
6186, 'l', PRESS
6260, 'l', RELEASE
6261, 'a', PRESS
6346, 'a', RELEASE
6875, 'z', PRESS
6952, 'z', RELEASE
6969, 'y', PRESS
7065, Key.space, PRESS
7065, 'y', RELEASE
7151, Key.space, RELEASE
7303, 'd', PRESS
7388, 'd', RELEASE
7524, 'o', PRESS
7633, 'o', RELEASE
7791, 'g', PRESS
7837, 'g', RELEASE
8437, '.', PRESS
8505, '.', RELEASE
