0, Key.shift, PRESS
233, 'T', PRESS
285, Key.shift, RELEASE
310, 't', RELEASE
372, 'h', PRESS
460, 'h', RELEASE
513, 'e', PRESS
593, Key.space, PRESS
594, 'e', RELEASE
679, Key.space, RELEASE
1065, 'q', PRESS
1167, 'q', RELEASE
1305, 'u', PRESS
1392, 'u', RELEASE
1510, 'i', PRESS
1588, 'i', RELEASE
1703, 'c', PRESS
1781, 'c', RELEASE
1834, 'k', PRESS
1929, 'k', RELEASE
1968, Key.space, PRESS
2040, Key.space, RELEASE
2268, 'b', PRESS
2354, 'b', RELEASE
2517, 'r', PRESS
2603, 'r', RELEASE
2910, 'o', PRESS
2988, 'o', RELEASE
3105, 'w', PRESS
3176, 'w', RELEASE
3198, 'n', PRESS
3287, Key.space, PRESS
3308, 'n', RELEASE
3371, Key.space, RELEASE
3925, 'f', PRESS
3997, 'f', RELEASE
4015, 'o', PRESS
4109, 'o', RELEASE
4203, 'x', PRESS
4282, 'x', RELEASE
4307, Key.space, PRESS
4369, Key.space, RELEASE
5188, 'j', PRESS
5281, 'j', RELEASE
5352, 'u', PRESS
5407, 'u', RELEASE
5503, 'm', PRESS
5581, 'm', RELEASE
5688, 'p', PRESS
5759, 'p', RELEASE
5795, 's', PRESS
5873, 's', RELEASE
6226, Key.space, PRESS
6296, Key.space, RELEASE
6712, 'o', PRESS
6773, 'o', RELEASE
6986, 'v', PRESS
7080, 'v', RELEASE
7151, 'e', PRESS
7221, 'e', RELEASE
7272, 'r', PRESS
7359, 'r', RELEASE
7397, Key.space, PRESS
7443, Key.space, RELEASE
7606, 't', PRESS
7661, 't', RELEASE
8281, 'h', PRESS
8359, 'h', RELEASE
8394, 'e', PRESS
8456, 'e', RELEASE
8489, Key.space, PRESS
8568, Key.space, RELEASE
10587, 'l', PRESS
10657, 'l', RELEASE
10781, 'a', PRESS
10875, 'a', RELEASE
12228, 'z', PRESS
12281, 'z', RELEASE
12316, 'y', PRESS
12403, 'y', RELEASE
12435, Key.space, PRESS
12521, Key.space, RELEASE
12689, 'd', PRESS
12792, 'd', RELEASE
12821, 'o', PRESS
12899, 'o', RELEASE
13606, 'g', PRESS
13676, 'g', RELEASE
14016, '.', PRESS
14084, '.', RELEASE
