0, Key.shift, PRESS
119, 'T', PRESS
178, Key.shift, RELEASE
204, 't', RELEASE
293, 'h', PRESS
370, 'h', RELEASE
466, 'e', PRESS
516, Key.space, PRESS
542, 'e', RELEASE
592, Key.space, RELEASE
776, 'q', PRESS
879, 'u', PRESS
879, 'q', RELEASE
949, 'u', RELEASE
1076, 'i', PRESS
1153, 'i', RELEASE
1283, 'c', PRESS
1353, 'c', RELEASE
1435, 'k', PRESS
1537, Key.space, PRESS
1538, 'k', RELEASE
1608, Key.space, RELEASE
1900, 'b', PRESS
1994, 'b', RELEASE
2152, 'r', PRESS
2230, 'r', RELEASE
2257, 'o', PRESS
2334, 'o', RELEASE
2430, 'w', PRESS
2510, 'n', PRESS
2510, 'w', RELEASE
2606, Key.space, PRESS
2626, 'n', RELEASE
2691, Key.space, RELEASE
2912, 'f', PRESS
2991, 'o', PRESS
2992, 'f', RELEASE
3116, 'o', RELEASE
3222, 'x', PRESS
3284, 'x', RELEASE
3303, Key.space, PRESS
3373, Key.space, RELEASE
3519, 'j', PRESS
3590, 'j', RELEASE
3677, 'u', PRESS
3724, 'u', RELEASE
3858, 'm', PRESS
3928, 'm', RELEASE
4052, 'p', PRESS
4129, 'p', RELEASE
4174, 's', PRESS
4253, Key.space, PRESS
4253, 's', RELEASE
4341, Key.space, RELEASE
4379, 'o', PRESS
4449, 'o', RELEASE
4711, 'v', PRESS
4796, 'v', RELEASE
4796, 'e', PRESS
4874, 'e', RELEASE
4950, 'r', PRESS
5044, Key.space, PRESS
5045, 'r', RELEASE
5106, Key.space, RELEASE
5211, 't', PRESS
5281, 'h', PRESS
5281, 't', RELEASE
5351, 'h', RELEASE
5421, 'e', PRESS
5462, Key.space, PRESS
5489, 'e', RELEASE
5531, Key.space, RELEASE
5817, 'l', PRESS
5903, 'l', RELEASE
6378, 'a', PRESS
6472, 'a', RELEASE
6583, 'z', PRESS
6660, 'z', RELEASE
6809, 'y', PRESS
6887, 'y', RELEASE
6930, Key.space, PRESS
7000, Key.space, RELEASE
7217, 'd', PRESS
7273, 'o', PRESS
7302, 'd', RELEASE
7374, 'o', RELEASE
7502, 'g', PRESS
7564, 'g', RELEASE
8370, '.', PRESS
8432, '.', RELEASE
