0, Key.shift, PRESS
208, 'T', PRESS
262, 'T', RELEASE
282, Key.shift, RELEASE
413, 'h', PRESS
475, 'h', RELEASE
543, 'e', PRESS
605, 'e', RELEASE
664, Key.space, PRESS
734, Key.space, RELEASE
797, 'q', PRESS
874, 'q', RELEASE
1043, 'u', PRESS
1088, 'u', RELEASE
1382, 'i', PRESS
1435, 'i', RELEASE
1591, 'c', PRESS
1645, 'c', RELEASE
1705, 'k', PRESS
1767, 'k', RELEASE
1837, Key.space, PRESS
1907, Key.space, RELEASE
2831, 'b', PRESS
2884, 'b', RELEASE
3014, 'r', PRESS
3083, 'r', RELEASE
3204, 'o', PRESS
3265, 'o', RELEASE
3436, 'w', PRESS
3498, 'w', RELEASE
3623, 'n', PRESS
3691, 'n', RELEASE
3774, Key.space, PRESS
3844, Key.space, RELEASE
3990, 'f', PRESS
4050, 'f', RELEASE
4246, 'o', PRESS
4308, 'o', RELEASE
4533, 'x', PRESS
4603, 'x', RELEASE
4645, Key.space, PRESS
4723, Key.space, RELEASE
5190, 'j', PRESS
5253, 'j', RELEASE
5369, 'u', PRESS
5423, 'u', RELEASE
5631, 'm', PRESS
5669, 'm', RELEASE
5848, 'p', PRESS
5910, 'p', RELEASE
5995, 's', PRESS
6076, Key.space, PRESS
6076, 's', RELEASE
6145, Key.space, RELEASE
6284, 'o', PRESS
6346, 'o', RELEASE
6608, 'v', PRESS
6654, 'v', RELEASE
6704, 'e', PRESS
6789, 'e', RELEASE
6873, 'r', PRESS
6942, 'r', RELEASE
6982, Key.space, PRESS
7059, Key.space, RELEASE
7112, 't', PRESS
7165, 't', RELEASE
7184, 'h', PRESS
7254, 'h', RELEASE
7371, 'e', PRESS
7443, Key.space, PRESS
7443, 'e', RELEASE
7504, Key.space, RELEASE
7742, 'l', PRESS
7788, 'l', RELEASE
7838, 'a', PRESS
7908, 'a', RELEASE
8119, 'z', PRESS
8188, 'z', RELEASE
8527, 'y', PRESS
8581, 'y', RELEASE
8682, Key.space, PRESS
8743, Key.space, RELEASE
9136, 'd', PRESS
9216, 'd', RELEASE
9367, 'o', PRESS
9421, 'o', RELEASE
9629, 'g', PRESS
9682, 'g', RELEASE
9949, '.', PRESS
10003, '.', RELEASE
