0, Key.shift, PRESS
113, 'T', PRESS
168, 'T', RELEASE
205, Key.shift, RELEASE
311, 'h', PRESS
381, 'h', RELEASE
471, 'e', PRESS
533, 'e', RELEASE
602, Key.space, PRESS
665, Key.space, RELEASE
733, 'q', PRESS
811, 'q', RELEASE
947, 'u', PRESS
1009, 'u', RELEASE
1600, 'i', PRESS
1654, 'i', RELEASE
1933, 'c', PRESS
1981, 'c', RELEASE
2056, 'k', PRESS
2119, 'k', RELEASE
2205, Key.space, PRESS
2276, Key.space, RELEASE
2821, 'b', PRESS
2868, 'b', RELEASE
2952, 'r', PRESS
3014, 'r', RELEASE
3207, 'o', PRESS
3260, 'o', RELEASE
3443, 'w', PRESS
3513, 'w', RELEASE
3622, 'n', PRESS
3693, 'n', RELEASE
3762, Key.space, PRESS
3833, Key.space, RELEASE
3990, 'f', PRESS
4069, 'f', RELEASE
4227, 'o', PRESS
4283, 'o', RELEASE
4496, 'x', PRESS
4567, 'x', RELEASE
4631, Key.space, PRESS
4693, Key.space, RELEASE
5196, 'j', PRESS
5251, 'j', RELEASE
5662, 'u', PRESS
5709, 'u', RELEASE
5949, 'm', PRESS
5995, 'm', RELEASE
6227, 'p', PRESS
6282, 'p', RELEASE
6366, 's', PRESS
6442, 's', RELEASE
6474, Key.space, PRESS
6553, Key.space, RELEASE
6674, 'o', PRESS
6721, 'o', RELEASE
7035, 'v', PRESS
7081, 'v', RELEASE
7144, 'e', PRESS
7215, 'e', RELEASE
7312, 'r', PRESS
7375, 'r', RELEASE
7446, Key.space, PRESS
7515, Key.space, RELEASE
7562, 't', PRESS
7617, 't', RELEASE
7676, 'h', PRESS
7730, 'h', RELEASE
7845, 'e', PRESS
7900, 'e', RELEASE
7942, Key.space, PRESS
8004, Key.space, RELEASE
8237, 'l', PRESS
8284, 'l', RELEASE
8333, 'a', PRESS
8436, 'a', RELEASE
8686, 'z', PRESS
8749, 'z', RELEASE
8878, 'y', PRESS
8932, 'y', RELEASE
9063, Key.space, PRESS
9134, Key.space, RELEASE
9413, 'd', PRESS
9499, 'd', RELEASE
9554, 'o', PRESS
9616, 'o', RELEASE
9857, 'g', PRESS
9904, 'g', RELEASE
10309, '/', PRESS
10350, '/', RELEASE
10648, Key.backspace, PRESS
10703, Key.backspace, RELEASE
10952, ',', PRESS
10998, ',', RELEASE
11713, Key.backspace, PRESS
11776, Key.backspace, RELEASE
11977, '.', PRESS
12024, '.', RELEASE
