0, Key.shift, PRESS
176, 'T', PRESS
230, 'T', RELEASE
267, Key.shift, RELEASE
402, 'h', PRESS
465, 'h', RELEASE
539, 'e', PRESS
602, 'e', RELEASE
680, Key.space, PRESS
750, Key.space, RELEASE
825, 'q', PRESS
888, 'q', RELEASE
1063, 'u', PRESS
1116, 'u', RELEASE
1337, 'i', PRESS
1383, 'i', RELEASE
1577, 'c', PRESS
1640, 'c', RELEASE
1739, 'k', PRESS
1800, 'k', RELEASE
1867, Key.space, PRESS
1930, Key.space, RELEASE
2755, 'b', PRESS
2802, 'b', RELEASE
2943, 'r', PRESS
3006, 'r', RELEASE
3159, 'o', PRESS
3214, 'o', RELEASE
3570, 'w', PRESS
3624, 'w', RELEASE
3730, 'n', PRESS
3793, 'n', RELEASE
3888, Key.space, PRESS
3951, Key.space, RELEASE
4242, 'f', PRESS
4290, 'f', RELEASE
4438, 'o', PRESS
4493, 'o', RELEASE
4719, 'x', PRESS
4782, 'x', RELEASE
4828, Key.space, PRESS
4891, Key.space, RELEASE
5372, 'j', PRESS
5427, 'j', RELEASE
5615, 'u', PRESS
5669, 'u', RELEASE
5855, 'm', PRESS
5903, 'm', RELEASE
6126, 'p', PRESS
6179, 'p', RELEASE
6272, 's', PRESS
6343, 's', RELEASE
6396, Key.space, PRESS
6468, Key.space, RELEASE
6683, 'o', PRESS
6736, 'o', RELEASE
7013, 'v', PRESS
7060, 'v', RELEASE
7114, 'e', PRESS
7185, 'e', RELEASE
7266, 'r', PRESS
7344, 'r', RELEASE
7413, Key.space, PRESS
7475, Key.space, RELEASE
7520, 't', PRESS
7576, 't', RELEASE
7617, 'h', PRESS
7671, 'h', RELEASE
7768, 'e', PRESS
7830, 'e', RELEASE
7861, Key.space, PRESS
7932, Key.space, RELEASE
8183, 'l', PRESS
8231, 'l', RELEASE
8308, 'a', PRESS
8378, 'a', RELEASE
8585, 'z', PRESS
8646, 'z', RELEASE
8824, 'y', PRESS
8879, 'y', RELEASE
8969, Key.space, PRESS
9032, Key.space, RELEASE
9418, 'd', PRESS
9521, 'd', RELEASE
9639, 'o', PRESS
9694, 'o', RELEASE
9965, 'g', PRESS
10011, 'g', RELEASE
10492, '.', PRESS
10555, '.', RELEASE
