0, Key.shift, PRESS
177, 'T', PRESS
246, Key.shift, RELEASE
247, 't', RELEASE
417, 'h', PRESS
486, 'h', RELEASE
707, 'e', PRESS
768, 'e', RELEASE
812, Key.space, PRESS
881, Key.space, RELEASE
1422, 'q', PRESS
1499, 'q', RELEASE
1724, 'u', PRESS
1772, 'u', RELEASE
1953, 'i', PRESS
2006, 'i', RELEASE
2169, 'c', PRESS
2247, 'c', RELEASE
2367, 'k', PRESS
2428, 'k', RELEASE
2474, Key.space, PRESS
2559, Key.space, RELEASE
2807, 'b', PRESS
2860, 'b', RELEASE
3060, 'r', PRESS
3114, 'r', RELEASE
3262, 'o', PRESS
3315, 'o', RELEASE
3468, 'w', PRESS
3538, 'w', RELEASE
3727, 'n', PRESS
3836, 'n', RELEASE
3905, Key.space, PRESS
3992, Key.space, RELEASE
4166, 'v', PRESS
4205, 'v', RELEASE
5575, 'o', PRESS
5628, 'o', RELEASE
5903, 'x', PRESS
5971, 'x', RELEASE
6149, Key.space, PRESS
6204, Key.space, RELEASE
6506, 'j', PRESS
6560, 'j', RELEASE
6679, 'u', PRESS
6724, 'u', RELEASE
6932, 'm', PRESS
6970, 'm', RELEASE
7213, 'p', PRESS
7259, 'p', RELEASE
7415, 's', PRESS
7484, 's', RELEASE
7548, Key.space, PRESS
7595, Key.space, RELEASE
7952, 'o', PRESS
8006, 'o', RELEASE
8253, 'v', PRESS
8297, 'v', RELEASE
8343, 'e', PRESS
8421, 'e', RELEASE
8514, 'r', PRESS
8584, 'r', RELEASE
8641, Key.space, PRESS
8710, Key.space, RELEASE
8797, 't', PRESS
8850, 't', RELEASE
8885, 'h', PRESS
8947, 'h', RELEASE
9036, 'e', PRESS
9083, 'e', RELEASE
9115, Key.space, PRESS
9177, Key.space, RELEASE
9484, 'l', PRESS
9530, 'l', RELEASE
9598, 'a', PRESS
9660, 'a', RELEASE
9829, 'z', PRESS
9890, 'z', RELEASE
10168, 'y', PRESS
10230, 'y', RELEASE
10363, Key.space, PRESS
10424, Key.space, RELEASE
10784, 'd', PRESS
10853, 'd', RELEASE
10992, 'o', PRESS
11044, 'o', RELEASE
11481, 'g', PRESS
11535, 'g', RELEASE
11939, '.', PRESS
12001, '.', RELEASE
