0, Key.shift, PRESS
264, 'T', PRESS
326, 'T', RELEASE
354, Key.shift, RELEASE
473, 'h', PRESS
535, 'h', RELEASE
609, 'e', PRESS
672, 'e', RELEASE
735, Key.space, PRESS
798, Key.space, RELEASE
944, 'q', PRESS
1005, 'q', RELEASE
1164, 'u', PRESS
1218, 'u', RELEASE
1342, 'i', PRESS
1396, 'i', RELEASE
1581, 'c', PRESS
1666, 'c', RELEASE
1768, 'k', PRESS
1815, 'k', RELEASE
1957, Key.space, PRESS
2028, Key.space, RELEASE
2700, 'b', PRESS
2747, 'b', RELEASE
2911, 'r', PRESS
2966, 'r', RELEASE
3143, 'o', PRESS
3198, 'o', RELEASE
3406, 'w', PRESS
3469, 'w', RELEASE
3601, 'b', PRESS
3663, 'b', RELEASE
4008, Key.backspace, PRESS
4071, Key.backspace, RELEASE
4278, 'n', PRESS
4323, 'n', RELEASE
4840, Key.space, PRESS
4902, Key.space, RELEASE
5367, 'f', PRESS
5446, 'f', RELEASE
6316, 'o', PRESS
6387, 'o', RELEASE
6497, 'x', PRESS
6567, 'x', RELEASE
6622, Key.space, PRESS
6685, Key.space, RELEASE
7423, 'j', PRESS
7470, 'j', RELEASE
7771, 'u', PRESS
7817, 'u', RELEASE
8013, 'm', PRESS
8059, 'm', RELEASE
8587, 'p', PRESS
8649, 'p', RELEASE
8733, 's', PRESS
8796, 's', RELEASE
8860, Key.space, PRESS
8915, Key.space, RELEASE
9339, 'o', PRESS
9386, 'o', RELEASE
9644, 'v', PRESS
9690, 'v', RELEASE
9766, 'e', PRESS
9837, 'e', RELEASE
9950, 'r', PRESS
10013, 'r', RELEASE
10092, Key.space, PRESS
10155, Key.space, RELEASE
10197, 't', PRESS
10251, 't', RELEASE
10306, 'h', PRESS
10360, 'h', RELEASE
10473, 'e', PRESS
10536, 'e', RELEASE
10571, Key.space, PRESS
10634, Key.space, RELEASE
10892, 'l', PRESS
10938, 'l', RELEASE
10979, 'a', PRESS
11057, 'a', RELEASE
11248, 'z', PRESS
11326, 'z', RELEASE
11591, 'y', PRESS
11661, 'y', RELEASE
11761, Key.space, PRESS
11840, Key.space, RELEASE
12033, 'd', PRESS
12103, 'd', RELEASE
12321, 'o', PRESS
12383, 'o', RELEASE
12635, 'g', PRESS
12681, 'g', RELEASE
13584, '.', PRESS
13630, '.', RELEASE
