0, Key.shift, PRESS
209, 'T', PRESS
269, 'T', RELEASE
305, Key.shift, RELEASE
448, 'h', PRESS
501, 'h', RELEASE
607, 'e', PRESS
669, 'e', RELEASE
761, Key.space, PRESS
816, Key.space, RELEASE
922, 'q', PRESS
1000, 'q', RELEASE
1136, 'u', PRESS
1190, 'u', RELEASE
1448, 'i', PRESS
1501, 'i', RELEASE
1730, 'c', PRESS
1799, 'c', RELEASE
1880, 'k', PRESS
1957, 'k', RELEASE
2031, Key.space, PRESS
2100, Key.space, RELEASE
2370, 'b', PRESS
2415, 'b', RELEASE
2617, 'r', PRESS
2678, 'r', RELEASE
2840, 'o', PRESS
2894, 'o', RELEASE
3622, 'w', PRESS
3691, 'w', RELEASE
3830, 'n', PRESS
3881, 'n', RELEASE
3973, Key.space, PRESS
4034, Key.space, RELEASE
4331, 'f', PRESS
4393, 'f', RELEASE
4548, 'o', PRESS
4601, 'o', RELEASE
4826, 'x', PRESS
4911, 'x', RELEASE
4954, Key.space, PRESS
5033, Key.space, RELEASE
5329, 'j', PRESS
5383, 'j', RELEASE
5521, 'u', PRESS
5559, 'u', RELEASE
5808, 'm', PRESS
5846, 'm', RELEASE
6089, 'p', PRESS
6142, 'p', RELEASE
6260, 's', PRESS
6329, 's', RELEASE
6397, Key.space, PRESS
6459, Key.space, RELEASE
7092, 'o', PRESS
7186, 'o', RELEASE
8373, 'v', PRESS
8419, 'v', RELEASE
8506, 'e', PRESS
8568, 'e', RELEASE
8677, 'r', PRESS
8731, 'r', RELEASE
8795, Key.space, PRESS
8841, Key.space, RELEASE
9113, 't', PRESS
9183, 't', RELEASE
9250, 'h', PRESS
9319, 'h', RELEASE
9386, 'e', PRESS
9448, 'e', RELEASE
9478, Key.space, PRESS
9533, Key.space, RELEASE
9837, 'l', PRESS
9875, 'l', RELEASE
9930, 'a', PRESS
10008, 'a', RELEASE
10182, 'z', PRESS
10266, 'z', RELEASE
10487, 'y', PRESS
10548, 'y', RELEASE
10653, Key.space, PRESS
10714, Key.space, RELEASE
11033, 'd', PRESS
11118, 'd', RELEASE
11163, 'o', PRESS
11217, 'o', RELEASE
11475, 'g', PRESS
11535, 'g', RELEASE
11786, '.', PRESS
11839, '.', RELEASE
