0, Key.shift, PRESS
167, 'T', PRESS
226, Key.shift, RELEASE
227, 't', RELEASE
415, 'h', PRESS
476, 'h', RELEASE
577, 'e', PRESS
631, 'e', RELEASE
695, Key.space, PRESS
756, Key.space, RELEASE
827, 'q', PRESS
913, 'q', RELEASE
1075, 'u', PRESS
1128, 'u', RELEASE
1348, 'i', PRESS
1403, 'i', RELEASE
1577, 'c', PRESS
1638, 'c', RELEASE
1758, 'k', PRESS
1827, 'k', RELEASE
1886, Key.space, PRESS
1963, Key.space, RELEASE
2824, 'b', PRESS
2886, 'b', RELEASE
3050, 'r', PRESS
3103, 'r', RELEASE
3271, 'o', PRESS
3332, 'o', RELEASE
3443, 'w', PRESS
3511, 'w', RELEASE
3803, 'n', PRESS
3873, 'n', RELEASE
3974, Key.space, PRESS
4028, Key.space, RELEASE
4468, 'f', PRESS
4529, 'f', RELEASE
4710, 'o', PRESS
4770, 'o', RELEASE
5176, 'x', PRESS
5244, 'x', RELEASE
5307, Key.space, PRESS
5385, Key.space, RELEASE
6032, 'j', PRESS
6102, 'j', RELEASE
6241, 'u', PRESS
6287, 'u', RELEASE
6502, 'm', PRESS
6548, 'm', RELEASE
6744, 'p', PRESS
6790, 'p', RELEASE
6946, 's', PRESS
7016, 's', RELEASE
7057, Key.space, PRESS
7151, Key.space, RELEASE
7346, 'o', PRESS
7431, 'o', RELEASE
7693, 'v', PRESS
7738, 'v', RELEASE
7822, 'e', PRESS
7900, 'e', RELEASE
7970, 'r', PRESS
8048, 'r', RELEASE
8117, Key.space, PRESS
8178, Key.space, RELEASE
8245, 't', PRESS
8307, 't', RELEASE
8348, 'h', PRESS
8411, 'h', RELEASE
8482, 'e', PRESS
8552, 'e', RELEASE
8607, Key.space, PRESS
8669, Key.space, RELEASE
8924, 'l', PRESS
8970, 'l', RELEASE
9014, 'a', PRESS
9099, 'a', RELEASE
9282, 'z', PRESS
9343, 'z', RELEASE
9548, 'y', PRESS
9601, 'y', RELEASE
9704, Key.space, PRESS
9766, Key.space, RELEASE
10044, 'd', PRESS
10128, 'd', RELEASE
10272, 'o', PRESS
10334, 'o', RELEASE
10900, 'g', PRESS
10946, 'g', RELEASE
11404, '.', PRESS
11459, '.', RELEASE
