0, Key.shift, PRESS
375, 'T', PRESS
425, 'T', RELEASE
481, Key.shift, RELEASE
580, 'h', PRESS
644, 'h', RELEASE
728, 'e', PRESS
782, 'e', RELEASE
843, Key.space, PRESS
897, Key.space, RELEASE
1109, 'q', PRESS
1188, 'q', RELEASE
1357, 'u', PRESS
1403, 'u', RELEASE
1630, 'i', PRESS
1677, 'i', RELEASE
1901, 'c', PRESS
1972, 'c', RELEASE
2048, 'k', PRESS
2110, 'k', RELEASE
2201, Key.space, PRESS
2264, Key.space, RELEASE
2530, 'b', PRESS
2578, 'b', RELEASE
2701, 'r', PRESS
2764, 'r', RELEASE
2974, 'o', PRESS
3036, 'o', RELEASE
3429, 'w', PRESS
3482, 'w', RELEASE
3532, 'n', PRESS
3594, 'n', RELEASE
3708, Key.space, PRESS
3771, Key.space, RELEASE
3938, 'f', PRESS
3993, 'f', RELEASE
4155, 'o', PRESS
4218, 'o', RELEASE
4373, 'x', PRESS
4443, 'x', RELEASE
4485, Key.space, PRESS
4556, Key.space, RELEASE
4898, 'j', PRESS
4960, 'j', RELEASE
5148, 'u', PRESS
5202, 'u', RELEASE
5420, 'm', PRESS
5467, 'm', RELEASE
5718, 'p', PRESS
5777, 'p', RELEASE
5899, 's', PRESS
5945, 's', RELEASE
6021, Key.space, PRESS
6084, Key.space, RELEASE
6321, 'o', PRESS
6368, 'o', RELEASE
6616, 'v', PRESS
6663, 'v', RELEASE
6731, 'e', PRESS
6854, 'e', RELEASE
6938, 'r', PRESS
7000, 'r', RELEASE
7076, Key.space, PRESS
7146, Key.space, RELEASE
7217, 't', PRESS
7287, 't', RELEASE
7309, 'h', PRESS
7363, 'h', RELEASE
7502, 'e', PRESS
7548, 'e', RELEASE
7612, Key.space, PRESS
7675, Key.space, RELEASE
7897, 'l', PRESS
7942, 'l', RELEASE
7997, 'a', PRESS
8059, 'a', RELEASE
8246, 'z', PRESS
8316, 'z', RELEASE
8426, 'y', PRESS
8481, 'y', RELEASE
8581, Key.space, PRESS
8643, Key.space, RELEASE
8997, 'd', PRESS
9083, 'd', RELEASE
9269, 'o', PRESS
9324, 'o', RELEASE
9569, 'g', PRESS
9624, 'g', RELEASE
9805, ',', PRESS
9843, ',', RELEASE
10144, Key.backspace, PRESS
10190, Key.backspace, RELEASE
10414, ',', PRESS
10453, ',', RELEASE
11336, Key.backspace, PRESS
11366, Key.backspace, RELEASE
11688, '.', PRESS
11733, '.', RELEASE
